id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
6369,F1 World Grand Prix,PC,PC,6.9,11,desconocido
5980,Sherlock Holmes: Crimes & Punishments,XboxOne,MICROSOFT,6.8,78,desconocido
10377,Ace Combat: Assault Horizon Legacy,3DS,NINTENDO,7.6,28,desconocido
7683,Double Dragon: Neon,PlayStation3,SONY,7.2,74,desconocido
668,Heaven's Vault,PlayStation4,SONY,4.0,10,desconocido
7279,Call of Juarez,Xbox360,MICROSOFT,7.1,56,desconocido
8554,Madagascar,Xbox,MICROSOFT,7.3,4,desconocido
10490,The Temple of Elemental Evil,PC,PC,7.6,83,desconocido
15403,Stacking: The Lost Hobo King,Xbox360,MICROSOFT,8.6,5,desconocido
10347,SD Gundam G Generation Cross Rays,PC,PC,7.6,8,desconocido
2213,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GameCube,NINTENDO,5.5,4,desconocido
9628,Silent Hunter II,PC,PC,7.5,14,desconocido
13572,Arktika.1,PC,PC,8.1,16,desconocido
7676,Kona,PlayStation4,SONY,7.2,41,desconocido
8786,Nano Assault Neo,WiiU,NINTENDO,7.4,59,desconocido
8877,Nike+ Kinect Training,Xbox360,MICROSOFT,7.4,18,desconocido
14508,Tak 2: The Staff of Dreams,PlayStation2,SONY,8.3,12,desconocido
8684,CRUSH3D,3DS,NINTENDO,7.4,17,desconocido
14505,Blood Omen 2,GameCube,NINTENDO,8.3,7,desconocido
8487,Robert Ludlum's The Bourne Conspiracy,Xbox360,MICROSOFT,7.3,68,desconocido
5044,Dead Island,PlayStation3,SONY,6.6,439,popular
8293,MX vs. ATV Unleashed,PC,PC,7.3,7,desconocido
4986,Silent Hill: Homecoming,PlayStation3,SONY,6.6,217,conocido
4934,Voyage: Inspired by Jules Verne,PC,PC,6.6,5,desconocido
8872,Hulk,GameCube,NINTENDO,7.4,7,desconocido
14420,Suzuki TT Superbikes,PlayStation2,SONY,8.3,9,desconocido
8689,Post Mortem,PC,PC,7.4,36,desconocido
5618,Battlefield 2: Euro Force,PC,PC,6.7,27,desconocido
5539,Guitar Hero: Aerosmith,PlayStation2,SONY,6.7,19,desconocido
15193,SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,NINTENDO,8.5,66,desconocido
8607,Swarm,PlayStation3,SONY,7.3,4,desconocido
1348,Mass Effect: Andromeda,PlayStation4,SONY,4.9,3862,popular
1350,Mutant Year Zero: Road to Eden - Deluxe Edition,Switch,NINTENDO,4.9,23,desconocido
8592,The Walking Dead: Michonne - Episode 3: What We Deserve,PC,PC,7.3,48,desconocido
8824,Red Faction: Armageddon,PlayStation3,SONY,7.4,61,desconocido
5031,Melbits World,PlayStation4,SONY,6.6,27,desconocido
5251,Asura's Wrath,Xbox360,MICROSOFT,6.6,157,poco conocido
14469,Resident Evil Outbreak,PlayStation2,SONY,8.3,152,poco conocido
4913,Sid Meier's Ace Patrol,PC,PC,6.6,24,desconocido
1442,My Time At Portia,Switch,NINTENDO,5.0,55,desconocido
5014,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PC,PC,6.6,19,desconocido
8816,Hotshot Racing,PC,PC,7.4,8,desconocido
8095,Dragon Ball Z: Burst Limit,PlayStation3,SONY,7.3,76,desconocido
8763,RedCard 20-03,GameCube,NINTENDO,7.4,5,desconocido
8879,Mamorukun Curse!,PlayStation3,SONY,7.4,5,desconocido
4881,Time Crisis: Project Titan,PlayStation,SONY,6.5,10,desconocido
4867,LEGO Worlds,PC,PC,6.5,65,desconocido
8769,Disney Magical World,3DS,NINTENDO,7.4,25,desconocido
8721,Membrane,Switch,NINTENDO,7.4,27,desconocido
8458,Dark Souls III: Ashes of Ariandel,PlayStation4,SONY,7.3,189,poco conocido
5455,DreamWorks Kung Fu Panda,PC,PC,6.7,16,desconocido
8881,Batman: The Enemy Within - Episode 2: The Pact,PC,PC,7.4,23,desconocido
8730,Tiger Woods PGA Tour 06,Xbox360,MICROSOFT,7.4,8,desconocido
4636,Crazy Machines 3,PC,PC,6.5,22,desconocido
8771,Felix the Reaper,PC,PC,7.4,17,desconocido
8789,NBA Live 06,PC,PC,7.4,15,desconocido
8380,Get Even,PlayStation4,SONY,7.3,87,desconocido
15196,Aero the Acro-bat,GameBoyAdvance,NINTENDO,8.5,4,desconocido
4973,NFL Blitz Pro,Xbox,MICROSOFT,6.6,8,desconocido
14418,3000th Duel,Switch,NINTENDO,8.3,58,desconocido
8830,Senran Kagura: Estival Versus,PC,PC,7.4,33,desconocido
8540,NBA 2K10: Draft Combine,Xbox360,MICROSOFT,7.3,4,desconocido
4948,The Bard's Tale IV: Barrows Deep,PC,PC,6.6,96,desconocido
5276,Alwa's Awakening,PC,PC,6.7,10,desconocido
5000,The Detail,PC,PC,6.6,19,desconocido
8888,Panzer General III: Scorched Earth,PC,PC,7.4,13,desconocido
5438,Squishies,PlayStation4,SONY,6.7,6,desconocido
8898,Sebastien Loeb Rally Evo,PlayStation4,SONY,7.4,93,desconocido
5200,Sniper Ghost Warrior Contracts,PC,PC,6.6,118,poco conocido
1557,Fenix Furia,PlayStation4,SONY,5.0,4,desconocido
14432,Sea Dogs,PC,PC,8.3,39,desconocido
1337,Choplifter HD,PlayStation3,SONY,4.9,11,desconocido
5222,Star Wars: Starfighter,PC,PC,6.6,18,desconocido
8455,OVIVO,PC,PC,7.3,10,desconocido
8452,Fragments of Him,XboxOne,MICROSOFT,7.3,4,desconocido
1284,Dyscourse,PC,PC,4.8,20,desconocido
1129,39 Days to Mars,PC,PC,4.6,8,desconocido
14875,Total Overdose: A Gunslinger's Tale in Mexico,PlayStation2,SONY,8.4,35,desconocido
8534,Death's Gambit,PC,PC,7.3,67,desconocido
5497,LEGO Harry Potter: Years 5-7,3DS,NINTENDO,6.7,14,desconocido
8635,WWE SmackDown vs. Raw 2008,PlayStation2,SONY,7.3,43,desconocido
8197,NBA Courtside 2002,GameCube,NINTENDO,7.3,6,desconocido
8662,Might & Magic X: Legacy,PC,PC,7.3,335,popular
8609,Aces of the Galaxy,Xbox360,MICROSOFT,7.3,13,desconocido
5447,Gauntlet: Slayer Edition,PlayStation4,SONY,6.7,113,poco conocido
1100,Shakedown Hawaii,PC,PC,4.6,19,desconocido
5523,Star Wars: The Force Unleashed,PlayStation3,SONY,6.7,285,conocido
4927,Space Interceptor: Project Freedom,PC,PC,6.6,5,desconocido
4926,P.T.O. IV: Pacific Theater of Operations,PlayStation2,SONY,6.6,5,desconocido
8395,Batman: The Enemy Within - Episode 3: The Fractured Mask,PC,PC,7.3,24,desconocido
5525,Dragon Quest III: The Seeds of Salvation,Switch,NINTENDO,6.7,12,desconocido
8416,IndyCar Series,Xbox,MICROSOFT,7.3,4,desconocido
8412,Mass Effect 2: Kasumi - Stolen Memory,PC,PC,7.3,111,poco conocido
8661,Vexx,GameCube,NINTENDO,7.3,6,desconocido
8618,Pac-Pix,DS,NINTENDO,7.3,12,desconocido
1193,Runbow,PlayStation4,SONY,4.7,6,desconocido
1138,Shrek SuperSlam,Xbox,MICROSOFT,4.7,11,desconocido
8140,The Fancy Pants Adventures,PlayStation3,SONY,7.3,7,desconocido
14888,Teenage Mutant Ninja Turtles,GameBoyAdvance,NINTENDO,8.4,13,desconocido
4937,Lords of the Fallen,XboxOne,MICROSOFT,6.6,181,poco conocido
8784,Ballistics,PC,PC,7.4,17,desconocido
5442,Bridge Constructor Portal,Switch,NINTENDO,6.7,14,desconocido
5541,Shrek 2,PlayStation2,SONY,6.7,56,desconocido
5217,Cultist Simulator,PC,PC,6.6,31,desconocido
5033,Gyromancer,PC,PC,6.6,14,desconocido
5039,Willy Morgan and the Curse of Bone Town,PC,PC,6.6,5,desconocido
5596,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,PlayStation4,SONY,6.7,23,desconocido
1072,The Sexy Brutale,Switch,NINTENDO,4.6,19,desconocido
8812,SBK-09 Superbike World Championship,PlayStation3,SONY,7.4,9,desconocido
1313,No Straight Roads,Switch,NINTENDO,4.8,40,desconocido
8907,God Eater 3,PlayStation4,SONY,7.4,60,desconocido
5371,Dead Rising Triple Pack,PlayStation4,SONY,6.7,6,desconocido
14512,Phantasy Star Online Episode III: C.A.R.D. Revolution,GameCube,NINTENDO,8.3,16,desconocido
14881,Rogue Trooper,PlayStation2,SONY,8.4,12,desconocido
5626,Through the Darkest of Times,PC,PC,6.7,10,desconocido
1242,ScreamRide,XboxOne,MICROSOFT,4.8,226,conocido
8748,The Amazing Spider-Man,PlayStation3,SONY,7.4,178,poco conocido
14874,Cubivore: Survival of the Fittest,GameCube,NINTENDO,8.4,21,desconocido
8810,Sacred 2: Fallen Angel,Xbox360,MICROSOFT,7.4,69,desconocido
8675,"Warhammer 40,000: Gladius - Relics of War",PC,PC,7.3,33,desconocido
8535,FIFA World Cup: Germany 2006,DS,NINTENDO,7.3,8,desconocido
8396,Nintendogs + Cats: Golden Retriever & New Friends,3DS,NINTENDO,7.3,48,desconocido
8819,Syberia II,Xbox,MICROSOFT,7.4,7,desconocido
5529,Robonauts,Switch,NINTENDO,6.7,27,desconocido
14506,Tak and the Power of Juju,GameCube,NINTENDO,8.3,13,desconocido
8711,Lips,Xbox360,MICROSOFT,7.4,34,desconocido
8867,NHL 2K8,Xbox360,MICROSOFT,7.4,17,desconocido
5572,Lilly Looking Through,PC,PC,6.7,41,desconocido
8688,Detective Pikachu,3DS,NINTENDO,7.4,129,poco conocido
14509,Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation2,SONY,8.3,30,desconocido
8701,Ace Combat: Joint Assault,PSP,SONY,7.4,17,desconocido
8692,Beat Cop,PC,PC,7.4,70,desconocido
14502,Romance of the Three Kingdoms X,PlayStation2,SONY,8.3,9,desconocido
7731,The Walking Dead: Season Two Episode 4 - Amid the Ruins,Xbox360,MICROSOFT,7.2,40,desconocido
9657,Hitman HD Trilogy,PlayStation3,SONY,7.5,58,desconocido
6040,Knight Squad,XboxOne,MICROSOFT,6.8,24,desconocido
9848,To End All Wars,PC,PC,7.5,13,desconocido
815,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PC,PC,4.3,27,desconocido
4260,Assassin's Creed Rogue Remastered,PlayStation4,SONY,6.4,149,poco conocido
4241,The Sojourn,PlayStation4,SONY,6.4,21,desconocido
13698,JoJo's Bizarre Adventure All-Star Battle,PlayStation3,SONY,8.2,86,desconocido
9925,Onimusha: Warlords,Switch,NINTENDO,7.5,41,desconocido
7732,The Kings' Crusade,PC,PC,7.2,21,desconocido
4325,Uno,PlayStation4,SONY,6.4,27,desconocido
4281,Pro Cycling Manager 2017,PC,PC,6.4,5,desconocido
13644,Days Gone,PlayStation4,SONY,8.2,6993,popular
9793,Moon,DS,NINTENDO,7.5,22,desconocido
5855,Blackwood Crossing,PlayStation4,SONY,6.8,29,desconocido
13861,The Sims 2: Castaway,PlayStation2,SONY,8.2,23,desconocido
7753,Call of Duty: Modern Warfare 2 Campaign Remastered,PlayStation4,SONY,7.2,199,poco conocido
1699,Masters of Anima,PC,PC,5.2,6,desconocido
4249,Songbringer,PlayStation4,SONY,6.4,5,desconocido
5962,Madden NFL 2002,PC,PC,6.8,10,desconocido
1736,Big Sky: Infinity,PlayStationVita,SONY,5.2,32,desconocido
4217,Call of Duty: Advanced Warfare - Supremacy,XboxOne,MICROSOFT,6.4,13,desconocido
4438,Steep,PlayStation4,SONY,6.4,271,conocido
9659,The Lost Crown: A Ghost-hunting Adventure,PC,PC,7.5,29,desconocido
13658,Tales of Xillia 2,PlayStation3,SONY,8.2,207,conocido
15197,Mega Man Legacy Collection 2,PlayStation4,SONY,8.5,70,desconocido
3853,Brave: The Video Game,PlayStation3,SONY,6.2,14,desconocido
13862,G1 Jockey 3,PlayStation2,SONY,8.2,11,desconocido
7768,Styx: Master of Shadows,PC,PC,7.2,314,popular
13968,Tornado Outbreak,Wii,NINTENDO,8.2,5,desconocido
9639,God's Trigger,PlayStation4,SONY,7.5,33,desconocido
773,Far Cry New Dawn,PlayStation4,SONY,4.2,577,popular
7576,Samurai Warriors 4 Empires,PlayStation4,SONY,7.2,25,desconocido
15395,Billy Hatcher and the Giant Egg,GameCube,NINTENDO,8.6,38,desconocido
4335,Megadimension Neptunia VIIR,PlayStation4,SONY,6.4,21,desconocido
4221,Conga Master Party!,Switch,NINTENDO,6.4,10,desconocido
771,Payday 2: Crimewave Edition,PlayStation4,SONY,4.2,134,poco conocido
1852,GRIP: Combat Racing,PlayStation4,SONY,5.3,18,desconocido
7774,Saints Row IV: Re-Elected,Switch,NINTENDO,7.2,23,desconocido
15412,Street Fighter X Mega Man,PC,PC,8.6,94,desconocido
7686,One Piece: Unlimited World Red,PlayStation3,SONY,7.2,46,desconocido
6039,Godzilla: Destroy All Monsters Melee,Xbox,MICROSOFT,6.8,8,desconocido
9790,Grow Up,PC,PC,7.5,23,desconocido
6042,Edge of Nowhere,PC,PC,6.8,18,desconocido
1860,Grand Slam Tennis 2,Xbox360,MICROSOFT,5.3,15,desconocido
9876,Oceanhorn: Monster of Uncharted Seas,XboxOne,MICROSOFT,7.5,26,desconocido
9713,Resident Evil 7: biohazard - Not a Hero,PlayStation4,SONY,7.5,75,desconocido
14062,Breakdown,Xbox,MICROSOFT,8.2,25,desconocido
9689,Corpse Party,PC,PC,7.5,17,desconocido
5906,A Normal Lost Phone,PC,PC,6.8,16,desconocido
7688,Megadimension Neptunia VII,PlayStation4,SONY,7.2,146,poco conocido
4515,WWE '12,Xbox360,MICROSOFT,6.4,104,poco conocido
9932,Harry Potter and the Chamber of Secrets,PlayStation2,SONY,7.5,77,desconocido
13742,Guitar Hero: On Tour,DS,NINTENDO,8.2,34,desconocido
15195,Scarface: The World Is Yours,Wii,NINTENDO,8.5,30,desconocido
4273,Samurai Warriors,Xbox,MICROSOFT,6.4,7,desconocido
1885,Star Wars: Super Bombad Racing,PlayStation2,SONY,5.3,10,desconocido
4337,Spy Chameleon,XboxOne,MICROSOFT,6.4,12,desconocido
9651,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,PC,PC,7.5,25,desconocido
7700,Happy Birthdays,Switch,NINTENDO,7.2,6,desconocido
15203,Bloody Roar 3,PlayStation2,SONY,8.5,38,desconocido
14514,Ar tonelico II: Melody of Metafalica,PlayStation2,SONY,8.3,61,desconocido
7779,ASTRONEER,PC,PC,7.2,136,poco conocido
15175,Rogue Trooper,Xbox,MICROSOFT,8.5,13,desconocido
9839,Nuclear Dawn,PC,PC,7.5,125,poco conocido
9665,Snake Pass,PC,PC,7.5,49,desconocido
5890,Never Stop Sneakin',Switch,NINTENDO,6.8,6,desconocido
15183,Zone of the Enders: The Fist of Mars,GameBoyAdvance,NINTENDO,8.5,13,desconocido
5825,Heretic Kingdoms: The Inquisition,PC,PC,6.8,21,desconocido
9835,Dr. Mario 64,Nintendo64,NINTENDO,7.5,18,desconocido
9613,DOOM VFR,PlayStation4,SONY,7.5,126,poco conocido
9887,Bird & Beans,DS,NINTENDO,7.5,4,desconocido
13708,NBA Inside Drive 2004,Xbox,MICROSOFT,8.2,11,desconocido
15180,Monster Hunter Freedom,PSP,SONY,8.5,84,desconocido
1648,Tom Clancy's Ghost Recon: Future Soldier,PC,PC,5.1,389,popular
4640,Nintendo Labo: Toycon 04 VR Kit,Switch,NINTENDO,6.5,60,desconocido
9703,Asura's Wrath,PlayStation3,SONY,7.5,213,conocido
8504,Raze's Hell,Xbox,MICROSOFT,7.3,9,desconocido
14417,Ar tonelico: Melody of Elemia,PlayStation2,SONY,8.3,55,desconocido
8127,Job Simulator,PlayStation4,SONY,7.3,59,desconocido
14511,Nickelodeon Kart Racers 2: Grand Prix,Switch,NINTENDO,8.3,4,desconocido
9860,Rocket Arena,XboxOne,MICROSOFT,7.5,15,desconocido
9612,Shadow of Destiny,PC,PC,7.5,17,desconocido
946,Minecraft: Story Mode - Episode 1: The Order of the Stone,PC,PC,4.4,264,conocido
4710,Meteos Wars,Xbox360,MICROSOFT,6.5,4,desconocido
8520,Escape Plan,PlayStationVita,SONY,7.3,99,desconocido
9832,Draglade,DS,NINTENDO,7.5,4,desconocido
1697,RollerCoaster Tycoon 3: Wild!,PC,PC,5.2,58,desconocido
9661,The Simpsons Game,PlayStation3,SONY,7.5,65,desconocido
4670,Portal Knights,PlayStation4,SONY,6.5,36,desconocido
9656,Gray Dawn,PC,PC,7.5,39,desconocido
15205,Corpse Party,PSP,SONY,8.5,81,desconocido
9844,Zoo Tycoon: Marine Mania,PC,PC,7.5,12,desconocido
7701,Ikachan,3DS,NINTENDO,7.2,9,desconocido
13744,Death Jr.: Root of Evil,Wii,NINTENDO,8.2,15,desconocido
6016,flOw,PlayStation3,SONY,6.8,81,desconocido
9791,Wolfenstein,PlayStation3,SONY,7.5,84,desconocido
9875,Wario World,GameCube,NINTENDO,7.5,63,desconocido
9865,Black Mirror II: Reigning Evil,PC,PC,7.5,58,desconocido
1742,Watch Dogs: Legion,PlayStation4,SONY,5.2,533,popular
9883,TimeShift,PC,PC,7.5,171,poco conocido
13653,Total Overdose: A Gunslinger's Tale in Mexico,Xbox,MICROSOFT,8.2,34,desconocido
5862,My Word Coach,DS,NINTENDO,6.8,5,desconocido
7667,LEGO Rock Band,Xbox360,MICROSOFT,7.2,33,desconocido
7720,James Bond 007: Agent Under Fire,Xbox,MICROSOFT,7.2,17,desconocido
9861,Pinstripe,PC,PC,7.5,28,desconocido
13822,Shinobi,PlayStation2,SONY,8.2,51,desconocido
13833,Mortal Kombat: Armageddon,Wii,NINTENDO,8.2,43,desconocido
4822,Shank,Xbox360,MICROSOFT,6.5,36,desconocido
818,Tokyo 42,XboxOne,MICROSOFT,4.3,8,desconocido
1701,Battlefield Hardline,XboxOne,MICROSOFT,5.2,325,popular
7724,Assassin's Creed Rogue Remastered,XboxOne,MICROSOFT,7.2,40,desconocido
9600,EyeToy: AntiGrav,PlayStation2,SONY,7.5,6,desconocido
4682,Tesla vs Lovecraft,PlayStation4,SONY,6.5,16,desconocido
6070,X3: Reunion,PC,PC,6.8,307,popular
9615,LEGO Indiana Jones 2: The Adventure Continues,Xbox360,MICROSOFT,7.5,40,desconocido
13707,The Munchables,Wii,NINTENDO,8.2,6,desconocido
820,Minecraft: Story Mode - Episode 1: The Order of the Stone,PlayStation4,SONY,4.3,83,desconocido
5376,Jak and Daxter: The Lost Frontier,PSP,SONY,6.7,43,desconocido
11187,Code Vein,PC,PC,7.7,381,popular
6233,Tiger Woods PGA Tour 07,Wii,NINTENDO,6.9,44,desconocido
7050,Aces of the Luftwaffe: Squadron,Switch,NINTENDO,7.0,8,desconocido
6260,Fairy Fencer F: Advent Dark Force,PlayStation4,SONY,6.9,58,desconocido
6937,Pool Panic,Switch,NINTENDO,7.0,14,desconocido
2813,Sublevel Zero Redux,PlayStation4,SONY,5.8,6,desconocido
11261,Lords of Xulima,PC,PC,7.7,125,poco conocido
12496,Digimon World DS,DS,NINTENDO,7.9,41,desconocido
2572,The Elder Scrolls Online,PC,PC,5.7,2565,popular
16220,Command & Conquer: The First Decade,PC,PC,8.8,35,desconocido
6968,Hitman - Episode 4: Bangkok,PlayStation4,SONY,7.0,46,desconocido
3597,Guitar Hero: Smash Hits,Xbox360,MICROSOFT,6.1,22,desconocido
2738,Rad,PC,PC,5.8,11,desconocido
12650,"Batman: Arkham Origins - Cold, Cold Heart",Xbox360,MICROSOFT,8.0,50,desconocido
11294,Nanostray,DS,NINTENDO,7.7,20,desconocido
12589,DRiiFT Mania,Wii,NINTENDO,8.0,5,desconocido
16222,SpongeBob SquarePants: Battle for Bikini Bottom,PlayStation2,SONY,8.8,186,poco conocido
11527,Metal Slug 4 & 5,PlayStation2,SONY,7.8,15,desconocido
6953,Song of the Deep,PC,PC,7.0,29,desconocido
3166,Riptide GP: Renegade,PlayStation4,SONY,6.0,10,desconocido
3176,Sentinel: Descendants in Time,PC,PC,6.0,4,desconocido
16013,The King of Fighters 2000/2001,PlayStation2,SONY,8.7,20,desconocido
60,Thrillville,Xbox,MICROSOFT,1.7,29,desconocido
6834,Toy Odyssey: The Lost and Found,XboxOne,MICROSOFT,7.0,4,desconocido
7252,Bionic Commando,PlayStation3,SONY,7.1,71,desconocido
13108,Full Spectrum Warrior: Ten Hammers,PlayStation2,SONY,8.0,5,desconocido
11200,Zone of the Enders: The 2nd Runner MARS,PlayStation4,SONY,7.7,38,desconocido
12493,Emergency: Fighters for Life,PC,PC,7.9,10,desconocido
328,FIFA 19,Switch,NINTENDO,3.2,122,poco conocido
3244,No Heroes Allowed!,PSP,SONY,6.0,4,desconocido
12557,Crime Cities,PC,PC,8.0,6,desconocido
7310,LEGO Jurassic World,Switch,NINTENDO,7.1,7,desconocido
7322,Lichtspeer: Double Speer Edition,Switch,NINTENDO,7.1,12,desconocido
2727,Woah Dave!,PlayStationVita,SONY,5.8,25,desconocido
7314,Enclave,PC,PC,7.1,118,poco conocido
11723,HyperParasite,Switch,NINTENDO,7.8,6,desconocido
7000,The Haunted Mansion,Xbox,MICROSOFT,7.0,5,desconocido
10646,Fight Crab,Switch,NINTENDO,7.7,9,desconocido
2601,Major League Baseball 2K6,Xbox,MICROSOFT,5.7,12,desconocido
2573,Fairy Tail,PlayStation4,SONY,5.7,73,desconocido
2554,TouchMaster,DS,NINTENDO,5.7,9,desconocido
7019,March of the Eagles,PC,PC,7.0,44,desconocido
12669,From Russia With Love,Xbox,MICROSOFT,8.0,15,desconocido
12495,Save the Turtles,DS,NINTENDO,7.9,11,desconocido
2585,Birth of America,PC,PC,5.7,15,desconocido
12476,Warlock: Master of the Arcane,PC,PC,7.9,220,conocido
16006,Cars,PlayStation2,SONY,8.7,33,desconocido
2562,Transference,PlayStation4,SONY,5.7,23,desconocido
2627,The Council - Episode 3: Ripples,PC,PC,5.7,9,desconocido
16050,Final Fantasy: The 4 Heroes of Light,DS,NINTENDO,8.7,122,poco conocido
10768,Cold Iron,PlayStation4,SONY,7.7,30,desconocido
7286,Lost Dimension,PlayStation3,SONY,7.1,31,desconocido
6988,Aporia: Beyond The Valley,PC,PC,7.0,22,desconocido
11454,Star Wars: The Force Unleashed II,Wii,NINTENDO,7.8,35,desconocido
12358,Project Eden,PlayStation2,SONY,7.9,8,desconocido
16238,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,XboxOne,MICROSOFT,8.8,313,popular
12526,Etherborn,XboxOne,MICROSOFT,8.0,9,desconocido
12377,Phantasy Star Zero,DS,NINTENDO,7.9,41,desconocido
2730,Star Wars Galaxies: An Empire Divided,PC,PC,5.8,104,poco conocido
16047,Dynasty Warriors 4: Empires,PlayStation2,SONY,8.7,20,desconocido
2764,Tumblestone,XboxOne,MICROSOFT,5.8,5,desconocido
16044,Test Drive,Xbox,MICROSOFT,8.7,10,desconocido
11526,Shrek: Hassle at the Castle,GameBoyAdvance,NINTENDO,7.8,6,desconocido
6513,Bendy and the Ink Machine,PlayStation4,SONY,7.0,27,desconocido
11238,Star Wars Galactic Battlegrounds: Clone Campaigns,PC,PC,7.7,33,desconocido
3495,The 3rd Birthday,PSP,SONY,6.1,134,poco conocido
2629,Back to the Future: The Game - Episode III: Citizen Brown,PC,PC,5.7,29,desconocido
6593,Not Tonight,PC,PC,7.0,25,desconocido
2991,The Hong Kong Massacre,PlayStation4,SONY,5.9,36,desconocido
3212,LEGO Marvel's Avengers,XboxOne,MICROSOFT,6.0,28,desconocido
7401,Nintendogs + Cats: Toy Poodle & New Friends,3DS,NINTENDO,7.1,17,desconocido
3361,Naruto Powerful Shippuden,3DS,NINTENDO,6.0,21,desconocido
6372,ToeJam & Earl III: Mission to Earth,Xbox,MICROSOFT,6.9,14,desconocido
12469,Mass Effect 2: Kasumi - Stolen Memory,Xbox360,MICROSOFT,7.9,76,desconocido
6357,Sludge Life,PC,PC,6.9,25,desconocido
2784,The Sinking City,PC,PC,5.8,204,conocido
6589,Chromehounds,Xbox360,MICROSOFT,7.0,72,desconocido
7012,Loot Rascals,PC,PC,7.0,6,desconocido
6590,Retro City Rampage,PlayStation3,SONY,7.0,34,desconocido
12604,Hulk,PlayStation2,SONY,8.0,24,desconocido
12379,Death end re;Quest,PlayStation4,SONY,7.9,54,desconocido
10854,CellFactor: Psychokinetic Wars,PlayStation3,SONY,7.7,15,desconocido
12365,Medal of Honor Heroes,PSP,SONY,7.9,54,desconocido
6761,Daytona USA,PlayStation3,SONY,7.0,24,desconocido
11722,One Piece: Pirate Warriors 2,PlayStation3,SONY,7.8,71,desconocido
11216,Jolly Rover,PC,PC,7.7,33,desconocido
3578,Tower of Guns,XboxOne,MICROSOFT,6.1,19,desconocido
191,Call of Duty: Ghosts,PlayStation3,SONY,2.7,1065,popular
16219,BloodRayne 2,Xbox,MICROSOFT,8.8,5,desconocido
11457,Avalon Code,DS,NINTENDO,7.8,16,desconocido
6285,Fate of the Dragon,PC,PC,6.9,15,desconocido
3526,WWE Legends of WrestleMania,Xbox360,MICROSOFT,6.1,26,desconocido
6253,World of Final Fantasy Maxima,PlayStation4,SONY,6.9,14,desconocido
12966,Mario Party 6,GameCube,NINTENDO,8.0,75,desconocido
12485,Easy Golf: Course Architect,Xbox360,MICROSOFT,7.9,7,desconocido
221,Call of Duty: WWII - The Resistance,PlayStation4,SONY,2.8,22,desconocido
13006,FlatOut,Xbox,MICROSOFT,8.0,21,desconocido
13094,Starshatter,PC,PC,8.0,12,desconocido
13053,Destroy All Humans!,PC,PC,8.0,91,desconocido
7561,Knowledge is Power,PlayStation4,SONY,7.1,45,desconocido
12517,Spellbreak,Switch,NINTENDO,7.9,22,desconocido
12558,Disney's Donald Duck: Goin' Quackers,Dreamcast,SEGA,8.0,6,desconocido
10619,Retro City Rampage,Xbox360,MICROSOFT,7.7,20,desconocido
2733,Zeit Squared,Xbox360,MICROSOFT,5.8,4,desconocido
6338,Maneater,XboxOne,MICROSOFT,6.9,64,desconocido
12433,Kirby: Squeak Squad,DS,NINTENDO,7.9,71,desconocido
3493,Men of Valor,PC,PC,6.1,34,desconocido
3319,DmC: Devil May Cry - Vergil's Downfall,PlayStation3,SONY,6.0,55,desconocido
6987,Romancing SaGa 2,PlayStation4,SONY,7.0,8,desconocido
7034,Arx Fatalis,Xbox,MICROSOFT,7.0,7,desconocido
6826,Bound,PlayStation4,SONY,7.0,139,poco conocido
6543,Battle Worlds: Kronos,PC,PC,7.0,72,desconocido
11450,The Climb,PC,PC,7.8,18,desconocido
12511,Cold Fear,Xbox,MICROSOFT,7.9,24,desconocido
16223,Grandia II,PlayStation2,SONY,8.8,56,desconocido
10760,Legends of Eisenwald,PC,PC,7.7,78,desconocido
3323,Chambara,PlayStation4,SONY,6.0,6,desconocido
10801,Halcyon 6: Starbase Commander,PC,PC,7.7,19,desconocido
6944,Conflict: Desert Storm II - Back to Baghdad,Xbox,MICROSOFT,7.0,18,desconocido
7048,Magic & Mayhem: The Art of Magic,PC,PC,7.0,7,desconocido
6314,Mantis Burn Racing,PlayStation4,SONY,6.9,27,desconocido
12958,Kessen II,PlayStation2,SONY,8.0,23,desconocido
2558,Runes of Magic,PC,PC,5.7,55,desconocido
16236,Mobile Suit Gundam: Zeonic Front,PlayStation2,SONY,8.8,24,desconocido
12489,ParaWorld,PC,PC,7.9,26,desconocido
3152,Tachyon Project,PlayStation4,SONY,6.0,6,desconocido
10669,Tomodachi Life,3DS,NINTENDO,7.7,210,conocido
6520,Volume,PlayStation4,SONY,7.0,26,desconocido
6846,Fallen Earth: Welcome to the Apocalypse,PC,PC,7.0,164,poco conocido
6348,Soldner-X 2: Final Prototype,PlayStationVita,SONY,6.9,21,desconocido
16221,Devil May Cry HD Collection,XboxOne,MICROSOFT,8.8,83,desconocido
