,puntuacion usuarios,marca
6840,6.4,SONY
7030,6.4,SONY
8273,6.4,SONY
12255,6.4,SONY
9441,6.4,SONY
6831,6.4,SONY
6829,6.4,SONY
10201,6.4,SONY
2756,6.4,SONY
2812,6.4,SONY
2758,6.4,SONY
3746,6.4,SONY
3137,6.4,SONY
2263,6.4,SONY
2251,6.4,SONY
1322,6.4,SONY
2778,6.4,SONY
1306,6.4,SONY
1833,6.4,SONY
3622,6.4,SONY
14226,6.4,SONY
6437,6.4,SONY
11670,6.4,SONY
4949,6.4,SONY
4947,6.4,SONY
3785,6.4,SONY
3496,6.4,SONY
6424,6.4,SONY
5666,6.4,SONY
3473,6.4,SONY
2514,6.4,SONY
3461,6.4,SONY
328,6.4,SONY
3642,6.4,SONY
941,6.4,SONY
14356,6.4,SONY
5579,6.4,SONY
1904,6.4,SONY
11669,6.4,SONY
3633,6.4,SONY
4950,6.4,SONY
16149,6.4,SONY
3800,6.4,SONY
16163,6.4,SONY
3613,6.4,SONY
3787,6.4,SONY
7259,6.4,SONY
379,6.4,SONY
7255,6.4,SONY
5661,6.4,SONY
3600,6.4,SONY
7247,6.4,SONY
7243,6.4,SONY
2050,6.4,SONY
2029,6.4,SONY
7242,6.4,SONY
3545,6.4,SONY
10862,6.4,SONY
11483,6.4,SONY
4002,6.4,SONY
10847,6.4,SONY
7638,6.4,SONY
517,6.4,SONY
10833,6.4,SONY
5776,6.4,SONY
13937,6.3,SONY
1991,6.3,SONY
3131,6.3,SONY
15843,6.3,SONY
1199,6.3,SONY
9510,6.3,SONY
9511,6.3,SONY
6062,6.3,SONY
9942,6.3,SONY
11581,6.3,SONY
12937,6.3,SONY
8004,6.3,SONY
4613,6.3,SONY
2195,6.3,SONY
581,6.3,SONY
5143,6.3,SONY
1176,6.3,SONY
3705,6.3,SONY
5042,6.3,SONY
8961,6.3,SONY
5646,6.3,SONY
6818,6.3,SONY
7904,6.3,SONY
12979,6.3,SONY
7891,6.3,SONY
7017,6.3,SONY
2330,6.3,SONY
9525,6.3,SONY
7031,6.3,SONY
947,6.3,SONY
2847,6.3,SONY
7047,6.3,SONY
11096,6.3,SONY
14090,6.3,SONY
2247,6.3,SONY
13842,6.3,SONY
9572,6.3,SONY
2232,6.3,SONY
4634,6.3,SONY
7052,6.3,SONY
4657,6.3,SONY
13912,6.3,SONY
9072,6.3,SONY
9080,6.3,SONY
15124,6.3,SONY
7942,6.3,SONY
8159,6.3,SONY
8164,6.3,SONY
3723,6.3,SONY
12428,6.3,SONY
4630,6.3,SONY
2834,6.3,SONY
2234,6.3,SONY
1831,6.3,SONY
2599,6.3,SONY
4679,6.3,SONY
5306,6.3,SONY
3325,6.3,SONY
2807,6.3,SONY
5593,6.3,SONY
6271,6.3,SONY
2624,6.3,SONY
4580,6.3,SONY
6153,6.3,SONY
10403,6.3,SONY
8981,6.3,SONY
4887,6.3,SONY
7103,6.3,SONY
1732,6.3,SONY
501,6.3,SONY
3395,6.3,SONY
1136,6.3,SONY
6910,6.3,SONY
1134,6.3,SONY
292,6.3,SONY
7102,6.3,SONY
3409,6.3,SONY
13863,6.3,SONY
1122,6.3,SONY
13161,6.3,SONY
1603,6.3,SONY
4867,6.3,SONY
3712,6.3,SONY
6953,6.3,SONY
245,6.3,SONY
13860,6.3,SONY
8032,6.3,SONY
5226,6.3,SONY
3195,6.3,SONY
12147,6.3,SONY
1500,6.3,SONY
14940,6.3,SONY
8457,6.3,SONY
1957,6.3,SONY
3658,6.3,SONY
5748,6.3,SONY
4246,6.3,SONY
4738,6.3,SONY
198,6.3,SONY
1789,6.3,SONY
4220,6.3,SONY
4761,6.3,SONY
8026,6.3,SONY
1479,6.3,SONY
6296,6.3,SONY
4595,6.3,SONY
8975,6.3,SONY
2433,6.3,SONY
5808,6.3,SONY
6867,6.3,SONY
5265,6.3,SONY
3759,6.3,SONY
11566,6.3,SONY
15362,6.3,SONY
9116,6.3,SONY
6861,6.3,SONY
5583,6.3,SONY
5642,6.2,SONY
1092,6.2,SONY
8028,6.2,SONY
1055,6.2,SONY
14348,9.7,NINTENDO
6498,9.7,NINTENDO
3628,9.7,NINTENDO
9544,9.6,NINTENDO
11788,9.6,NINTENDO
10646,9.6,NINTENDO
13309,9.6,NINTENDO
16635,9.2,NINTENDO
16574,9.2,NINTENDO
15562,9.2,NINTENDO
16599,9.2,NINTENDO
16292,9.2,NINTENDO
16380,9.2,NINTENDO
16582,9.2,NINTENDO
16480,9.1,NINTENDO
15601,9.1,NINTENDO
15632,9.1,NINTENDO
16406,9.1,NINTENDO
15688,9.1,NINTENDO
15772,9.1,NINTENDO
16491,9.1,NINTENDO
16412,9.1,NINTENDO
16410,9.1,NINTENDO
16414,9.1,NINTENDO
16640,9.1,NINTENDO
16622,9.1,NINTENDO
14438,9.1,NINTENDO
15224,9.1,NINTENDO
16427,9.0,NINTENDO
9969,9.0,NINTENDO
16170,9.0,NINTENDO
16168,9.0,NINTENDO
16296,9.0,NINTENDO
16310,9.0,NINTENDO
16312,9.0,NINTENDO
16628,9.0,NINTENDO
10601,9.0,NINTENDO
16405,9.0,NINTENDO
16601,9.0,NINTENDO
16598,9.0,NINTENDO
16422,9.0,NINTENDO
13268,9.0,NINTENDO
16587,9.0,NINTENDO
16586,9.0,NINTENDO
13269,9.0,NINTENDO
15397,9.0,NINTENDO
16561,9.0,NINTENDO
15097,8.9,NINTENDO
10298,8.9,NINTENDO
1575,8.9,NINTENDO
15151,8.9,NINTENDO
13047,8.9,NINTENDO
16162,8.9,NINTENDO
16161,8.9,NINTENDO
16155,8.9,NINTENDO
12403,8.9,NINTENDO
16142,8.9,NINTENDO
16102,8.9,NINTENDO
16108,8.9,NINTENDO
14070,8.9,NINTENDO
10413,8.9,NINTENDO
16090,8.9,NINTENDO
15324,8.9,NINTENDO
15662,8.9,NINTENDO
10576,8.9,NINTENDO
9380,8.9,NINTENDO
13847,8.9,NINTENDO
13173,8.9,NINTENDO
2344,8.9,NINTENDO
14118,8.9,NINTENDO
15679,8.9,NINTENDO
15102,8.9,NINTENDO
16500,8.9,NINTENDO
16627,8.9,NINTENDO
16479,8.9,NINTENDO
16504,8.9,NINTENDO
16462,8.9,NINTENDO
16459,8.9,NINTENDO
16576,8.9,NINTENDO
16339,8.9,NINTENDO
16609,8.9,NINTENDO
16335,8.9,NINTENDO
16597,8.9,NINTENDO
16289,8.9,NINTENDO
16284,8.9,NINTENDO
16632,8.9,NINTENDO
5699,8.8,NINTENDO
12445,8.8,NINTENDO
13060,8.8,NINTENDO
15561,8.8,NINTENDO
2378,8.8,NINTENDO
12898,8.8,NINTENDO
554,8.8,NINTENDO
4350,8.8,NINTENDO
12470,8.8,NINTENDO
11843,8.8,NINTENDO
5679,8.8,NINTENDO
11852,8.8,NINTENDO
12258,8.8,NINTENDO
11910,8.8,NINTENDO
11890,8.8,NINTENDO
13089,8.8,NINTENDO
5636,8.8,NINTENDO
1883,8.8,NINTENDO
2284,8.8,NINTENDO
13114,8.8,NINTENDO
5195,8.8,NINTENDO
14734,8.8,NINTENDO
14677,8.8,NINTENDO
14556,8.8,NINTENDO
14540,8.8,NINTENDO
15163,8.8,NINTENDO
4945,8.8,NINTENDO
14308,8.8,NINTENDO
14225,8.8,NINTENDO
14054,8.8,NINTENDO
13881,8.8,NINTENDO
15296,8.8,NINTENDO
15318,8.8,NINTENDO
13648,8.8,NINTENDO
4972,8.8,NINTENDO
15371,8.8,NINTENDO
6520,8.8,NINTENDO
16499,8.8,NINTENDO
5188,8.8,NINTENDO
13200,8.8,NINTENDO
15727,8.8,NINTENDO
16004,8.8,NINTENDO
11780,8.8,NINTENDO
10599,8.8,NINTENDO
8843,8.8,NINTENDO
15941,8.8,NINTENDO
15953,8.8,NINTENDO
16156,8.8,NINTENDO
15985,8.8,NINTENDO
16430,8.8,NINTENDO
7636,8.8,NINTENDO
16139,8.8,NINTENDO
7692,8.8,NINTENDO
10277,8.8,NINTENDO
10538,8.8,NINTENDO
11634,8.8,NINTENDO
16137,8.8,NINTENDO
16121,8.8,NINTENDO
10460,8.8,NINTENDO
3009,8.8,NINTENDO
8524,8.8,NINTENDO
16343,8.8,NINTENDO
11120,8.8,NINTENDO
8598,8.8,NINTENDO
11453,8.8,NINTENDO
16279,8.8,NINTENDO
2656,8.8,NINTENDO
11202,8.8,NINTENDO
3374,8.8,NINTENDO
2647,8.8,NINTENDO
16255,8.8,NINTENDO
2648,8.8,NINTENDO
11479,8.8,NINTENDO
3936,8.8,NINTENDO
15763,8.8,NINTENDO
15750,8.8,NINTENDO
14080,8.7,NINTENDO
14111,8.7,NINTENDO
14924,8.7,NINTENDO
15004,8.7,NINTENDO
1468,8.7,NINTENDO
14847,8.7,NINTENDO
8915,8.7,NINTENDO
14167,8.7,NINTENDO
8786,8.7,NINTENDO
14636,8.7,NINTENDO
14561,8.7,NINTENDO
14321,8.7,NINTENDO
8998,8.7,NINTENDO
10055,8.7,NINTENDO
10405,8.7,NINTENDO
14404,8.7,NINTENDO
14437,8.7,NINTENDO
4909,8.7,NINTENDO
7988,8.7,NINTENDO
13703,8.7,NINTENDO
2902,8.7,NINTENDO
2426,8.7,NINTENDO
11559,8.7,NINTENDO
6467,8.7,NINTENDO
3352,8.7,NINTENDO
11927,8.7,NINTENDO
11247,8.7,NINTENDO
11215,8.7,NINTENDO
12332,8.7,NINTENDO
12346,8.7,NINTENDO
12355,8.7,NINTENDO
5213,8.7,NINTENDO
11197,8.7,NINTENDO
12679,8.7,NINTENDO
10407,8.7,NINTENDO
12684,8.7,NINTENDO
10708,8.7,NINTENDO
5204,8.7,NINTENDO
10705,8.7,NINTENDO
7405,8.7,NINTENDO
10639,8.7,NINTENDO
1766,8.7,NINTENDO
13310,8.7,NINTENDO
1720,8.7,NINTENDO
13422,8.7,NINTENDO
1599,8.7,NINTENDO
4188,8.7,NINTENDO
3366,8.7,NINTENDO
4390,8.7,NINTENDO
15505,8.7,NINTENDO
16400,8.7,NINTENDO
16438,8.7,NINTENDO
15702,8.7,NINTENDO
15129,8.7,NINTENDO
15720,8.7,NINTENDO
15741,8.7,NINTENDO
15101,8.7,NINTENDO
15742,8.7,NINTENDO
15760,8.7,NINTENDO
16030,8.7,NINTENDO
15624,8.7,NINTENDO
16074,8.7,NINTENDO
15203,8.7,NINTENDO
16280,8.7,NINTENDO
16083,8.7,NINTENDO
15204,8.7,NINTENDO
16092,8.7,NINTENDO
16103,8.7,NINTENDO
16226,8.7,NINTENDO
16444,8.7,NINTENDO
15728,8.7,NINTENDO
16450,8.7,NINTENDO
16564,8.7,NINTENDO
15586,8.6,NINTENDO
15572,8.6,NINTENDO
11042,8.6,NINTENDO
10830,8.6,NINTENDO
10810,8.6,NINTENDO
10805,8.6,NINTENDO
15909,8.6,NINTENDO
10760,8.6,NINTENDO
12579,8.6,NINTENDO
16066,8.6,NINTENDO
13301,8.6,NINTENDO
12610,8.6,NINTENDO
12622,8.6,NINTENDO
1995,8.6,NINTENDO
15879,8.6,NINTENDO
2970,8.6,NINTENDO
13238,8.6,NINTENDO
14069,8.6,NINTENDO
10369,8.6,NINTENDO
10355,8.6,NINTENDO
10354,8.6,NINTENDO
10339,8.6,NINTENDO
13217,8.6,NINTENDO
10146,8.6,NINTENDO
14195,8.6,NINTENDO
15245,8.6,NINTENDO
14256,8.6,NINTENDO
11047,8.6,NINTENDO
11427,8.6,NINTENDO
1649,8.6,NINTENDO
11439,8.6,NINTENDO
12511,8.6,NINTENDO
13495,8.6,NINTENDO
15659,8.6,NINTENDO
12520,8.6,NINTENDO
12532,8.6,NINTENDO
11906,8.6,NINTENDO
11868,8.6,NINTENDO
13543,8.6,NINTENDO
15701,8.6,NINTENDO
11850,8.6,NINTENDO
13552,8.6,NINTENDO
12540,8.6,NINTENDO
11808,8.6,NINTENDO
11807,8.6,NINTENDO
12573,8.6,NINTENDO
9546,8.6,NINTENDO
13361,8.6,NINTENDO
13350,8.6,NINTENDO
13345,8.6,NINTENDO
13734,8.6,NINTENDO
11574,8.6,NINTENDO
13339,8.6,NINTENDO
13327,8.6,NINTENDO
13775,8.6,NINTENDO
13777,8.6,NINTENDO
9602,8.6,NINTENDO
14076,8.6,NINTENDO
16238,8.6,NINTENDO
5168,8.6,NINTENDO
9091,8.6,NINTENDO
15006,8.6,NINTENDO
15178,8.6,NINTENDO
16487,8.6,NINTENDO
14479,8.6,NINTENDO
5763,8.6,NINTENDO
5768,8.6,NINTENDO
5791,8.6,NINTENDO
8554,8.6,NINTENDO
6174,8.6,NINTENDO
15114,8.6,NINTENDO
8012,8.6,NINTENDO
7938,8.6,NINTENDO
6175,8.6,NINTENDO
6575,8.6,NINTENDO
16408,8.6,NINTENDO
14787,8.6,NINTENDO
6724,8.6,NINTENDO
7006,8.6,NINTENDO
7094,8.6,NINTENDO
14739,8.6,NINTENDO
14713,8.6,NINTENDO
7270,8.6,NINTENDO
14401,8.6,NINTENDO
14730,8.6,NINTENDO
15241,8.6,NINTENDO
3380,8.6,NINTENDO
5022,8.6,NINTENDO
14343,8.6,NINTENDO
16258,8.6,NINTENDO
9333,8.6,NINTENDO
15218,8.6,NINTENDO
16625,8.6,NINTENDO
16521,8.6,NINTENDO
9303,8.6,NINTENDO
4519,8.6,NINTENDO
9427,8.6,NINTENDO
3361,8.6,NINTENDO
16268,8.6,NINTENDO
16256,8.6,NINTENDO
6623,8.5,NINTENDO
16448,8.5,NINTENDO
15634,8.5,NINTENDO
15579,8.5,NINTENDO
1983,8.5,NINTENDO
6395,8.5,NINTENDO
11845,8.5,NINTENDO
7133,8.5,NINTENDO
11841,8.5,NINTENDO
7161,8.5,NINTENDO
1969,8.5,NINTENDO
15633,8.5,NINTENDO
15623,8.5,NINTENDO
5052,8.5,NINTENDO
15578,8.5,NINTENDO
12575,8.5,NINTENDO
5163,8.5,NINTENDO
12574,8.5,NINTENDO
12609,8.5,NINTENDO
5294,8.5,NINTENDO
11793,8.5,NINTENDO
5157,8.5,NINTENDO
16451,8.5,NINTENDO
12558,8.5,NINTENDO
5973,8.5,NINTENDO
12516,8.5,NINTENDO
12614,8.5,NINTENDO
6052,8.5,NINTENDO
15581,8.5,NINTENDO
12619,8.5,NINTENDO
16452,8.5,NINTENDO
2586,8.5,NINTENDO
11792,8.5,NINTENDO
15459,8.5,NINTENDO
16298,8.5,NINTENDO
10773,8.5,NINTENDO
3442,8.5,NINTENDO
3436,8.5,NINTENDO
16297,8.5,NINTENDO
16075,8.5,NINTENDO
16078,8.5,NINTENDO
16096,8.5,NINTENDO
16101,8.5,NINTENDO
10402,8.5,NINTENDO
10387,8.5,NINTENDO
8787,8.5,NINTENDO
10351,8.5,NINTENDO
9267,8.5,NINTENDO
3022,8.5,NINTENDO
10150,8.5,NINTENDO
10147,8.5,NINTENDO
10035,8.5,NINTENDO
9862,8.5,NINTENDO
9813,8.5,NINTENDO
9793,8.5,NINTENDO
9781,8.5,NINTENDO
8788,8.5,NINTENDO
10973,8.5,NINTENDO
11721,8.5,NINTENDO
7607,8.5,NINTENDO
11720,8.5,NINTENDO
11686,8.5,NINTENDO
11675,8.5,NINTENDO
11672,8.5,NINTENDO
11667,8.5,NINTENDO
7291,8.5,NINTENDO
9751,8.5,NINTENDO
7304,8.5,NINTENDO
11598,8.5,NINTENDO
7594,8.5,NINTENDO
15791,8.5,NINTENDO
16300,8.5,NINTENDO
15818,8.5,NINTENDO
7666,8.5,NINTENDO
16383,8.5,NINTENDO
11358,8.5,NINTENDO
11255,8.5,NINTENDO
15848,8.5,NINTENDO
11235,8.5,NINTENDO
15852,8.5,NINTENDO
11118,8.5,NINTENDO
8658,8.5,NINTENDO
11650,8.5,NINTENDO
12596,8.5,NINTENDO
14830,8.5,NINTENDO
961,8.5,NINTENDO
14870,8.5,NINTENDO
14864,8.5,NINTENDO
14397,8.5,NINTENDO
14863,8.5,NINTENDO
1715,8.5,NINTENDO
14836,8.5,NINTENDO
14347,8.5,NINTENDO
13607,8.5,NINTENDO
13645,8.5,NINTENDO
13254,8.5,NINTENDO
14341,8.5,NINTENDO
13257,8.5,NINTENDO
13258,8.5,NINTENDO
14280,8.5,NINTENDO
13629,8.5,NINTENDO
15426,8.5,NINTENDO
13293,8.5,NINTENDO
13287,8.5,NINTENDO
13273,8.5,NINTENDO
14825,8.5,NINTENDO
13609,8.5,NINTENDO
14820,8.5,NINTENDO
15235,8.5,NINTENDO
14802,8.5,NINTENDO
14873,8.5,NINTENDO
15249,8.5,NINTENDO
15388,8.5,NINTENDO
1463,8.5,NINTENDO
14178,8.5,NINTENDO
14766,8.5,NINTENDO
14510,8.5,NINTENDO
793,8.5,NINTENDO
7806,8.4,NINTENDO
14569,8.4,NINTENDO
8244,8.4,NINTENDO
7832,8.4,NINTENDO
9369,8.4,NINTENDO
9292,8.4,NINTENDO
2292,8.4,NINTENDO
16375,8.4,NINTENDO
8217,8.4,NINTENDO
11750,8.4,NINTENDO
13503,8.4,NINTENDO
8222,8.4,NINTENDO
3415,8.4,NINTENDO
16355,8.4,NINTENDO
14542,8.4,NINTENDO
15696,8.4,NINTENDO
8675,8.4,NINTENDO
8696,8.4,NINTENDO
8703,8.4,NINTENDO
14513,8.4,NINTENDO
14410,8.4,NINTENDO
14456,8.4,NINTENDO
14417,8.4,NINTENDO
13576,8.4,NINTENDO
11742,8.4,NINTENDO
15099,8.4,NINTENDO
9451,8.4,NINTENDO
10386,8.4,NINTENDO
10286,8.4,NINTENDO
15289,8.4,NINTENDO
11338,8.4,NINTENDO
11332,8.4,NINTENDO
11317,8.4,NINTENDO
14131,8.4,NINTENDO
15251,8.4,NINTENDO
15870,8.4,NINTENDO
10188,8.4,NINTENDO
14064,8.4,NINTENDO
11164,8.4,NINTENDO
15973,8.4,NINTENDO
11106,8.4,NINTENDO
10905,8.4,NINTENDO
10907,8.4,NINTENDO
10915,8.4,NINTENDO
10193,8.4,NINTENDO
15830,8.4,NINTENDO
11733,8.4,NINTENDO
9569,8.4,NINTENDO
9488,8.4,NINTENDO
13610,8.4,NINTENDO
11718,8.4,NINTENDO
9497,8.4,NINTENDO
7690,8.4,NINTENDO
9535,8.4,NINTENDO
11702,8.4,NINTENDO
15322,8.4,NINTENDO
13769,8.4,NINTENDO
9674,8.4,NINTENDO
15321,8.4,NINTENDO
14209,8.4,NINTENDO
13706,8.4,NINTENDO
16234,8.4,NINTENDO
9973,8.4,NINTENDO
16231,8.4,NINTENDO
2259,8.4,NINTENDO
11886,8.4,NINTENDO
13381,8.4,NINTENDO
6325,8.4,NINTENDO
15091,8.4,NINTENDO
12497,8.4,NINTENDO
12716,8.4,NINTENDO
12508,8.4,NINTENDO
15080,8.4,NINTENDO
6673,8.4,NINTENDO
15077,8.4,NINTENDO
12535,8.4,NINTENDO
13400,8.4,NINTENDO
12544,8.4,NINTENDO
6663,8.4,NINTENDO
13012,8.4,NINTENDO
15069,8.4,NINTENDO
4192,8.4,NINTENDO
6650,8.4,NINTENDO
4158,8.4,NINTENDO
6646,8.4,NINTENDO
12587,8.4,NINTENDO
6540,8.4,NINTENDO
15443,8.4,NINTENDO
6591,8.4,NINTENDO
6584,8.4,NINTENDO
3892,8.4,NINTENDO
13452,8.4,NINTENDO
12495,8.4,NINTENDO
7221,8.4,NINTENDO
13209,8.4,NINTENDO
13459,8.4,NINTENDO
12981,8.4,NINTENDO
15113,8.4,NINTENDO
7541,8.4,NINTENDO
4698,8.4,NINTENDO
12967,8.4,NINTENDO
15567,8.4,NINTENDO
15604,8.4,NINTENDO
6243,8.4,NINTENDO
15109,8.4,NINTENDO
7202,8.4,NINTENDO
6318,8.4,NINTENDO
6289,8.4,NINTENDO
12917,8.4,NINTENDO
15587,8.4,NINTENDO
13454,8.4,NINTENDO
5240,8.3,NINTENDO
16470,8.3,NINTENDO
14953,8.3,NINTENDO
14151,8.3,NINTENDO
3050,8.3,NINTENDO
10059,8.3,NINTENDO
10177,8.3,NINTENDO
5235,8.3,NINTENDO
14154,8.3,NINTENDO
1266,8.3,NINTENDO
5536,8.3,NINTENDO
5576,8.3,NINTENDO
5264,8.3,NINTENDO
15134,8.3,NINTENDO
16492,8.3,NINTENDO
4836,8.3,NINTENDO
10962,8.3,NINTENDO
10958,8.3,NINTENDO
4478,8.3,NINTENDO
4748,8.3,NINTENDO
10878,8.3,NINTENDO
10866,8.3,NINTENDO
15270,8.3,NINTENDO
2924,8.3,NINTENDO
4789,8.3,NINTENDO
15937,8.3,NINTENDO
1404,8.3,NINTENDO
16134,8.3,NINTENDO
13955,8.3,NINTENDO
13987,8.3,NINTENDO
4856,8.3,NINTENDO
10427,8.3,NINTENDO
14010,8.3,NINTENDO
15259,8.3,NINTENDO
15256,8.3,NINTENDO
10368,8.3,NINTENDO
5065,8.3,NINTENDO
15052,8.3,NINTENDO
14916,8.3,NINTENDO
6323,8.3,NINTENDO
9960,8.3,NINTENDO
10985,8.3,NINTENDO
6736,8.3,NINTENDO
8842,8.3,NINTENDO
15157,8.3,NINTENDO
14765,8.3,NINTENDO
7122,8.3,NINTENDO
7163,8.3,NINTENDO
8474,8.3,NINTENDO
8409,8.3,NINTENDO
8407,8.3,NINTENDO
8174,8.3,NINTENDO
15153,8.3,NINTENDO
9874,8.3,NINTENDO
7216,8.3,NINTENDO
15135,8.3,NINTENDO
7228,8.3,NINTENDO
7790,8.3,NINTENDO
7317,8.3,NINTENDO
15131,8.3,NINTENDO
7721,8.3,NINTENDO
3632,8.3,NINTENDO
7720,8.3,NINTENDO
16387,8.3,NINTENDO
8887,8.3,NINTENDO
8906,8.3,NINTENDO
9161,8.3,NINTENDO
16260,8.3,NINTENDO
9865,8.3,NINTENDO
4014,8.3,NINTENDO
9800,8.3,NINTENDO
9777,8.3,NINTENDO
9719,8.3,NINTENDO
9705,8.3,NINTENDO
9682,8.3,NINTENDO
6322,8.3,NINTENDO
14623,8.3,NINTENDO
6400,8.3,NINTENDO
6435,8.3,NINTENDO
6493,8.3,NINTENDO
6527,8.3,NINTENDO
6547,8.3,NINTENDO
9405,8.3,NINTENDO
9382,8.3,NINTENDO
14336,8.3,NINTENDO
3882,8.3,NINTENDO
9236,8.3,NINTENDO
9182,8.3,NINTENDO
1150,8.3,NINTENDO
10972,8.3,NINTENDO
2984,8.3,NINTENDO
13053,8.3,NINTENDO
12931,8.3,NINTENDO
13773,8.3,NINTENDO
13118,8.3,NINTENDO
12903,8.3,NINTENDO
12742,8.3,NINTENDO
12740,8.3,NINTENDO
12737,8.3,NINTENDO
12731,8.3,NINTENDO
11380,8.3,NINTENDO
11376,8.3,NINTENDO
11361,8.3,NINTENDO
2700,8.3,NINTENDO
12704,8.3,NINTENDO
11226,8.3,NINTENDO
11191,8.3,NINTENDO
11189,8.3,NINTENDO
13206,8.3,NINTENDO
11885,8.3,NINTENDO
13120,8.3,NINTENDO
11872,8.3,NINTENDO
15390,8.3,NINTENDO
15556,8.3,NINTENDO
11817,8.3,NINTENDO
11827,8.3,NINTENDO
11704,8.3,NINTENDO
15712,8.3,NINTENDO
13644,8.3,NINTENDO
13678,8.3,NINTENDO
2354,8.3,NINTENDO
13684,8.3,NINTENDO
2339,8.3,NINTENDO
11861,8.3,NINTENDO
13743,8.3,NINTENDO
10991,8.3,NINTENDO
13768,8.3,NINTENDO
11186,8.3,NINTENDO
11787,8.3,NINTENDO
13140,8.3,NINTENDO
1849,8.3,NINTENDO
13163,8.3,NINTENDO
12627,8.3,NINTENDO
12691,8.3,NINTENDO
13153,8.3,NINTENDO
13145,8.3,NINTENDO
13184,8.3,NINTENDO
2782,8.3,NINTENDO
2781,8.3,NINTENDO
12686,8.3,NINTENDO
1443,8.3,NINTENDO
11149,8.3,NINTENDO
13169,8.3,NINTENDO
13125,8.3,NINTENDO
13195,8.3,NINTENDO
8962,8.2,NINTENDO
15378,8.2,NINTENDO
1622,8.2,NINTENDO
12662,8.2,NINTENDO
13589,8.2,NINTENDO
14376,8.2,NINTENDO
13544,8.2,NINTENDO
9101,8.2,NINTENDO
8735,8.2,NINTENDO
15335,8.2,NINTENDO
4051,8.2,NINTENDO
1617,8.2,NINTENDO
6597,8.2,NINTENDO
14522,8.2,NINTENDO
2416,8.2,NINTENDO
13580,8.2,NINTENDO
5857,8.2,NINTENDO
5813,8.2,NINTENDO
13450,8.2,NINTENDO
14793,8.2,NINTENDO
13553,8.2,NINTENDO
11853,8.2,NINTENDO
15436,8.2,NINTENDO
14467,8.2,NINTENDO
11806,8.2,NINTENDO
6609,8.2,NINTENDO
11809,8.2,NINTENDO
5836,8.2,NINTENDO
5827,8.2,NINTENDO
12331,8.2,NINTENDO
12673,8.2,NINTENDO
16363,8.2,NINTENDO
12306,8.2,NINTENDO
7331,8.2,NINTENDO
12253,8.2,NINTENDO
7344,8.2,NINTENDO
3968,8.2,NINTENDO
7353,8.2,NINTENDO
2025,8.2,NINTENDO
12343,8.2,NINTENDO
8446,8.2,NINTENDO
12320,8.2,NINTENDO
12325,8.2,NINTENDO
2026,8.2,NINTENDO
7619,8.2,NINTENDO
7611,8.2,NINTENDO
12336,8.2,NINTENDO
13521,8.2,NINTENDO
2020,8.2,NINTENDO
13591,8.2,NINTENDO
13455,8.2,NINTENDO
7923,8.2,NINTENDO
13533,8.2,NINTENDO
7290,8.2,NINTENDO
14717,8.2,NINTENDO
7266,8.2,NINTENDO
14810,8.2,NINTENDO
8094,8.2,NINTENDO
8105,8.2,NINTENDO
8162,8.2,NINTENDO
2035,8.2,NINTENDO
13537,8.2,NINTENDO
12665,8.2,NINTENDO
8397,8.2,NINTENDO
13531,8.2,NINTENDO
1811,8.2,NINTENDO
13597,8.2,NINTENDO
13824,8.2,NINTENDO
5089,8.2,NINTENDO
5110,8.2,NINTENDO
13813,8.2,NINTENDO
10333,8.2,NINTENDO
3034,8.2,NINTENDO
10249,8.2,NINTENDO
11381,8.2,NINTENDO
10236,8.2,NINTENDO
10230,8.2,NINTENDO
10197,8.2,NINTENDO
13805,8.2,NINTENDO
13788,8.2,NINTENDO
11454,8.2,NINTENDO
3089,8.2,NINTENDO
15032,8.2,NINTENDO
11504,8.2,NINTENDO
15516,8.2,NINTENDO
5088,8.2,NINTENDO
5083,8.2,NINTENDO
11562,8.2,NINTENDO
5077,8.2,NINTENDO
4488,8.2,NINTENDO
15286,8.2,NINTENDO
10848,8.2,NINTENDO
10837,8.2,NINTENDO
10798,8.2,NINTENDO
2901,8.2,NINTENDO
10778,8.2,NINTENDO
10771,8.2,NINTENDO
13922,8.2,NINTENDO
10732,8.2,NINTENDO
16614,8.2,NINTENDO
4975,8.2,NINTENDO
4997,8.2,NINTENDO
5002,8.2,NINTENDO
10429,8.2,NINTENDO
15269,8.2,NINTENDO
2972,8.2,NINTENDO
13088,8.2,NINTENDO
15039,8.2,NINTENDO
11684,8.2,NINTENDO
9714,8.2,NINTENDO
9691,8.2,NINTENDO
13081,8.2,NINTENDO
14268,8.2,NINTENDO
13073,8.2,NINTENDO
14279,8.2,NINTENDO
15525,8.2,NINTENDO
11708,8.2,NINTENDO
13063,8.2,NINTENDO
14977,8.2,NINTENDO
9450,8.2,NINTENDO
14294,8.2,NINTENDO
2504,8.2,NINTENDO
11737,8.2,NINTENDO
9339,8.2,NINTENDO
14332,8.2,NINTENDO
13041,8.2,NINTENDO
13040,8.2,NINTENDO
13035,8.2,NINTENDO
13032,8.2,NINTENDO
11645,8.2,NINTENDO
15396,8.2,NINTENDO
11644,8.2,NINTENDO
14238,8.2,NINTENDO
14261,8.2,NINTENDO
14233,8.2,NINTENDO
11611,8.2,NINTENDO
11624,8.2,NINTENDO
11618,8.2,NINTENDO
11572,8.2,NINTENDO
9787,8.2,NINTENDO
14239,8.2,NINTENDO
4548,8.1,NINTENDO
6598,8.1,NINTENDO
15096,8.1,NINTENDO
