,puntuacion usuarios,marca
10650,8.0,SONY
8183,8.0,SONY
8202,8.0,SONY
13869,8.0,SONY
8210,8.0,SONY
4093,8.0,SONY
13083,8.0,SONY
15120,8.0,SONY
14960,8.0,SONY
14858,8.0,SONY
13216,8.0,SONY
13229,8.0,SONY
13368,8.0,SONY
13406,8.0,SONY
10222,8.0,SONY
13408,8.0,SONY
2522,8.0,SONY
9419,8.0,SONY
1792,8.0,SONY
14515,8.0,SONY
9360,8.0,SONY
3465,8.0,SONY
4376,8.0,SONY
9332,8.0,SONY
9044,8.0,SONY
14405,8.0,SONY
9306,8.0,SONY
4812,8.0,SONY
10138,8.0,SONY
4829,8.0,SONY
9086,8.0,SONY
13428,8.0,SONY
14310,8.0,SONY
9127,8.0,SONY
14247,8.0,SONY
4326,8.0,SONY
4329,8.0,SONY
4847,8.0,SONY
1980,8.0,SONY
9463,8.0,SONY
8862,8.0,SONY
14532,8.0,SONY
10371,8.0,SONY
13930,8.0,SONY
2493,8.0,SONY
13948,8.0,SONY
13949,8.0,SONY
13249,8.0,SONY
14832,8.0,SONY
13957,8.0,SONY
1557,8.0,SONY
14033,8.0,SONY
13279,8.0,SONY
14732,8.0,SONY
1626,8.0,SONY
14694,8.0,SONY
12889,8.0,SONY
2361,8.0,SONY
14658,8.0,SONY
10350,8.0,SONY
10343,8.0,SONY
2098,8.0,SONY
13347,8.0,SONY
13348,8.0,SONY
2097,8.0,SONY
13352,8.0,SONY
14072,8.0,SONY
4719,8.0,SONY
8840,8.0,SONY
8849,8.0,SONY
7995,8.0,SONY
4003,8.0,SONY
8029,8.0,SONY
6713,8.0,SONY
15833,8.0,SONY
7012,8.0,SONY
11371,8.0,SONY
3175,8.0,SONY
864,8.0,SONY
3169,8.0,SONY
11312,8.0,SONY
3153,8.0,SONY
11282,8.0,SONY
12333,8.0,SONY
12364,8.0,SONY
12371,8.0,SONY
12374,8.0,SONY
15885,8.0,SONY
11216,8.0,SONY
12407,8.0,SONY
11176,8.0,SONY
11169,8.0,SONY
15640,8.0,SONY
15628,8.0,SONY
15609,8.0,SONY
3819,8.0,SONY
7381,8.0,SONY
12454,8.0,SONY
3838,8.0,SONY
15574,8.0,SONY
11091,8.0,SONY
11465,8.0,SONY
11468,8.0,SONY
3852,8.0,SONY
6528,8.0,SONY
11725,8.0,SONY
11860,8.0,SONY
11691,8.0,SONY
6287,8.0,SONY
6337,8.0,SONY
16332,8.0,SONY
3541,8.0,SONY
6456,8.0,SONY
16314,8.0,SONY
16305,8.0,SONY
3558,8.0,SONY
3559,8.0,SONY
6462,8.0,SONY
16130,8.0,SONY
6667,8.0,SONY
11597,8.0,SONY
6534,8.0,SONY
11593,8.0,SONY
16128,8.0,SONY
16119,8.0,SONY
16093,8.0,SONY
16061,8.0,SONY
652,8.0,SONY
15910,8.0,SONY
6654,8.0,SONY
11518,8.0,SONY
15906,8.0,SONY
11503,8.0,SONY
3850,8.0,SONY
898,8.0,SONY
13854,8.0,SONY
5577,8.0,SONY
2964,8.0,SONY
2906,8.0,SONY
15526,8.0,SONY
11023,8.0,SONY
7526,8.0,SONY
5592,8.0,SONY
15522,8.0,SONY
5489,8.0,SONY
7883,8.0,SONY
1072,8.0,SONY
15380,8.0,SONY
15410,8.0,SONY
5513,8.0,SONY
5519,8.0,SONY
5521,8.0,SONY
5532,8.0,SONY
15320,8.0,SONY
12761,8.0,SONY
15311,8.0,SONY
7477,8.0,SONY
15573,8.0,SONY
7435,8.0,SONY
7976,8.0,SONY
3018,8.0,SONY
7958,8.0,SONY
5534,8.0,SONY
7507,8.0,SONY
5355,7.9,SONY
16001,7.9,SONY
5974,7.9,SONY
16116,7.9,SONY
5503,7.9,SONY
6150,7.9,SONY
6621,7.9,SONY
2080,7.9,SONY
6628,7.9,SONY
14097,7.9,SONY
15987,7.9,SONY
16446,7.9,SONY
8188,7.9,SONY
9707,7.9,SONY
9340,7.9,SONY
9770,7.9,SONY
6208,7.9,SONY
7727,7.9,SONY
5434,7.9,SONY
5410,7.9,SONY
14067,7.9,SONY
16251,7.9,SONY
7827,7.9,SONY
6011,7.9,SONY
16145,7.9,SONY
9732,7.9,SONY
9282,7.9,SONY
5351,7.9,SONY
16136,7.9,SONY
5356,7.9,SONY
15287,7.9,SONY
4695,7.9,SONY
5455,7.9,SONY
7830,7.9,SONY
13994,7.9,SONY
5375,7.9,SONY
9686,7.9,SONY
5479,7.9,SONY
9678,7.9,SONY
5463,7.9,SONY
14946,7.9,SONY
6676,7.9,SONY
8871,7.9,SONY
5720,7.9,SONY
1370,7.9,SONY
8368,7.9,SONY
8826,7.9,SONY
15059,7.9,SONY
8754,7.9,SONY
14619,7.9,SONY
902,7.9,SONY
8725,7.9,SONY
5706,7.9,SONY
14648,7.9,SONY
15674,7.9,SONY
15661,7.9,SONY
15641,7.9,SONY
5694,7.9,SONY
15549,7.9,SONY
14757,7.9,SONY
7438,7.9,SONY
7436,7.9,SONY
15592,7.9,SONY
14844,7.9,SONY
8475,7.9,SONY
7410,7.9,SONY
15695,7.9,SONY
5730,7.9,SONY
6679,7.9,SONY
5737,7.9,SONY
15897,7.9,SONY
15890,7.9,SONY
8239,7.9,SONY
15121,7.9,SONY
9138,7.9,SONY
14950,7.9,SONY
6695,7.9,SONY
4877,7.9,SONY
7648,7.9,SONY
6719,7.9,SONY
14285,7.9,SONY
4898,7.9,SONY
5809,7.9,SONY
15835,7.9,SONY
14318,7.9,SONY
14364,7.9,SONY
8317,7.9,SONY
771,7.9,SONY
5770,7.9,SONY
7632,7.9,SONY
14476,7.9,SONY
15512,7.9,SONY
1799,7.9,SONY
15469,7.9,SONY
11741,7.9,SONY
2811,7.9,SONY
12802,7.9,SONY
13435,7.9,SONY
13174,7.9,SONY
10486,7.9,SONY
12786,7.9,SONY
4361,7.9,SONY
13142,7.9,SONY
12798,7.9,SONY
12800,7.9,SONY
13557,7.9,SONY
9994,7.9,SONY
12804,7.9,SONY
13733,7.9,SONY
10563,7.9,SONY
4408,7.9,SONY
10569,7.9,SONY
12808,7.9,SONY
13633,7.9,SONY
10604,7.9,SONY
9982,7.9,SONY
13663,7.9,SONY
10621,7.9,SONY
4068,7.9,SONY
12763,7.9,SONY
10052,7.9,SONY
3202,7.9,SONY
3006,7.9,SONY
11236,7.9,SONY
11335,7.9,SONY
2561,7.9,SONY
11350,7.9,SONY
11352,7.9,SONY
10321,7.9,SONY
11158,7.9,SONY
2529,7.9,SONY
2520,7.9,SONY
2519,7.9,SONY
13343,7.9,SONY
11138,7.9,SONY
11133,7.9,SONY
13415,7.9,SONY
11402,7.9,SONY
3059,7.9,SONY
13266,7.9,SONY
3007,7.9,SONY
3197,7.9,SONY
10126,7.9,SONY
13417,7.9,SONY
13724,7.9,SONY
13551,7.9,SONY
2280,7.9,SONY
2304,7.9,SONY
10687,7.9,SONY
3947,7.9,SONY
11831,7.9,SONY
11701,7.9,SONY
13051,7.9,SONY
12842,7.9,SONY
11649,7.9,SONY
12866,7.9,SONY
12845,7.9,SONY
3516,7.9,SONY
11643,7.9,SONY
11747,7.9,SONY
12859,7.9,SONY
13779,7.9,SONY
12940,7.9,SONY
11919,7.9,SONY
12833,7.9,SONY
12852,7.9,SONY
13280,7.8,SONY
13235,7.8,SONY
7373,7.8,SONY
12850,7.8,SONY
3856,7.8,SONY
15333,7.8,SONY
5648,7.8,SONY
3861,7.8,SONY
7518,7.8,SONY
14883,7.8,SONY
15548,7.8,SONY
12757,7.8,SONY
5467,7.8,SONY
1222,7.8,SONY
10459,7.8,SONY
7440,7.8,SONY
12888,7.8,SONY
8139,7.8,SONY
13291,7.8,SONY
5421,7.8,SONY
12861,7.8,SONY
1736,7.8,SONY
1734,7.8,SONY
10290,7.8,SONY
14584,7.8,SONY
5070,7.8,SONY
7864,7.8,SONY
11230,7.8,SONY
14626,7.8,SONY
11178,7.8,SONY
3997,7.8,SONY
3952,7.8,SONY
3950,7.8,SONY
12871,7.8,SONY
11153,7.8,SONY
14692,7.8,SONY
13322,7.8,SONY
10722,7.8,SONY
14743,7.8,SONY
12883,7.8,SONY
7531,7.8,SONY
3909,7.8,SONY
8487,7.8,SONY
14989,7.8,SONY
4042,7.8,SONY
2750,7.8,SONY
15079,7.8,SONY
15337,7.8,SONY
3926,7.8,SONY
4106,7.8,SONY
10548,7.8,SONY
10568,7.8,SONY
8315,7.8,SONY
2836,7.8,SONY
8289,7.8,SONY
10579,7.8,SONY
7818,7.8,SONY
10668,7.8,SONY
8234,7.8,SONY
12813,7.8,SONY
8219,7.8,SONY
10615,7.8,SONY
7803,7.8,SONY
7773,7.8,SONY
15405,7.8,SONY
2851,7.8,SONY
10638,7.8,SONY
8342,7.8,SONY
8796,7.8,SONY
10535,7.8,SONY
5475,7.8,SONY
12815,7.8,SONY
14993,7.8,SONY
7552,7.8,SONY
7571,7.8,SONY
8431,7.8,SONY
7621,7.8,SONY
12776,7.8,SONY
7824,7.8,SONY
12782,7.8,SONY
1424,7.8,SONY
5478,7.8,SONY
4120,7.8,SONY
12844,7.8,SONY
12792,7.8,SONY
7652,7.8,SONY
7656,7.8,SONY
7683,7.8,SONY
7695,7.8,SONY
10499,7.8,SONY
15060,7.8,SONY
10505,7.8,SONY
13107,7.8,SONY
10279,7.8,SONY
9798,7.8,SONY
14549,7.8,SONY
2334,7.8,SONY
13720,7.8,SONY
6491,7.8,SONY
13695,7.8,SONY
6495,7.8,SONY
14071,7.8,SONY
11627,7.8,SONY
2082,7.8,SONY
13623,7.8,SONY
14073,7.8,SONY
3583,7.8,SONY
9452,7.8,SONY
9993,7.8,SONY
2054,7.8,SONY
13584,7.8,SONY
4749,7.8,SONY
14114,7.8,SONY
10003,7.8,SONY
10006,7.8,SONY
5964,7.8,SONY
16079,7.8,SONY
13520,7.8,SONY
2437,7.8,SONY
14164,7.8,SONY
14165,7.8,SONY
14174,7.8,SONY
16038,7.8,SONY
6627,7.8,SONY
6022,7.8,SONY
13740,7.8,SONY
5926,7.8,SONY
13744,7.8,SONY
13865,7.8,SONY
6207,7.8,SONY
9766,7.8,SONY
9762,7.8,SONY
9741,7.8,SONY
2226,7.8,SONY
9702,7.8,SONY
4571,7.8,SONY
2286,7.8,SONY
9906,7.8,SONY
16465,7.8,SONY
13919,7.8,SONY
3303,7.8,SONY
13960,7.8,SONY
4625,7.8,SONY
13967,7.8,SONY
16392,7.8,SONY
16345,7.8,SONY
16338,7.8,SONY
9591,7.8,SONY
11966,7.8,SONY
9576,7.8,SONY
11994,7.8,SONY
12003,7.8,SONY
12025,7.8,SONY
12040,7.8,SONY
2317,7.8,SONY
10015,7.8,SONY
5952,7.8,SONY
14537,7.8,SONY
8908,7.8,SONY
15732,7.8,SONY
6696,7.8,SONY
15869,7.8,SONY
14414,7.8,SONY
4985,7.8,SONY
10144,7.8,SONY
4979,7.8,SONY
14444,7.8,SONY
14468,7.8,SONY
6716,7.8,SONY
808,7.8,SONY
1797,7.8,SONY
12208,7.8,SONY
12167,7.8,SONY
12207,7.8,SONY
12175,7.8,SONY
14494,7.8,SONY
5787,7.8,SONY
10154,7.8,SONY
14358,7.8,SONY
3186,7.8,SONY
15697,7.8,SONY
9135,7.8,SONY
5031,7.8,SONY
12863,7.8,SONY
4880,7.8,SONY
12252,7.8,SONY
14223,7.8,SONY
14546,7.8,SONY
15971,7.8,SONY
9141,7.8,SONY
8900,7.8,SONY
5862,7.8,SONY
12126,7.8,SONY
6155,7.7,SONY
15637,7.7,SONY
11286,7.7,SONY
6244,7.7,SONY
3503,7.7,SONY
12310,7.7,SONY
3418,7.7,SONY
850,7.7,SONY
15685,7.7,SONY
12408,7.7,SONY
15677,7.7,SONY
5698,7.7,SONY
6311,7.7,SONY
11132,7.7,SONY
6252,7.7,SONY
6270,7.7,SONY
15517,7.7,SONY
11635,7.7,SONY
6551,7.7,SONY
11548,7.7,SONY
11538,7.7,SONY
12791,7.7,SONY
12104,7.7,SONY
15947,7.7,SONY
12344,7.7,SONY
11524,7.7,SONY
5589,7.7,SONY
12769,7.7,SONY
12098,7.7,SONY
6675,7.7,SONY
12092,7.7,SONY
15898,7.7,SONY
16124,7.7,SONY
12088,7.7,SONY
12451,7.7,SONY
12087,7.7,SONY
15888,7.7,SONY
15876,7.7,SONY
3886,7.7,SONY
12079,7.7,SONY
11039,7.7,SONY
7437,7.7,SONY
16180,7.7,SONY
6731,7.7,SONY
7406,7.7,SONY
6634,7.7,SONY
478,7.7,SONY
3937,7.7,SONY
7382,7.7,SONY
12814,7.7,SONY
10629,7.7,SONY
6165,7.7,SONY
14641,7.7,SONY
13362,7.7,SONY
10274,7.7,SONY
8805,7.7,SONY
5038,7.7,SONY
14575,7.7,SONY
14077,7.7,SONY
14612,7.7,SONY
10292,7.7,SONY
4730,7.7,SONY
4215,7.7,SONY
14640,7.7,SONY
9466,7.7,SONY
2589,7.7,SONY
4250,7.7,SONY
13313,7.7,SONY
9501,7.7,SONY
14790,7.7,SONY
2346,7.7,SONY
14814,7.7,SONY
4185,7.7,SONY
13248,7.7,SONY
14860,7.7,SONY
13983,7.7,SONY
14889,7.7,SONY
4662,7.7,SONY
10419,7.7,SONY
9374,7.7,SONY
4261,7.7,SONY
5161,7.7,SONY
10153,7.7,SONY
2495,7.7,SONY
10048,7.7,SONY
14286,7.7,SONY
13429,7.7,SONY
10067,7.7,SONY
10023,7.7,SONY
14217,7.7,SONY
10111,7.7,SONY
1886,7.7,SONY
2477,7.7,SONY
4291,7.7,SONY
10010,7.7,SONY
9290,7.7,SONY
8896,7.7,SONY
2004,7.7,SONY
14155,7.7,SONY
14492,7.7,SONY
8978,7.7,SONY
8968,7.7,SONY
9331,7.7,SONY
4274,7.7,SONY
4803,7.7,SONY
4957,7.7,SONY
4799,7.7,SONY
8935,7.7,SONY
8905,7.7,SONY
13230,7.7,SONY
1962,7.7,SONY
10632,7.7,SONY
12943,7.7,SONY
15033,7.7,SONY
8394,7.7,SONY
10497,7.7,SONY
4022,7.7,SONY
8367,7.7,SONY
5255,7.7,SONY
9627,7.7,SONY
9628,7.7,SONY
15084,7.7,SONY
5268,7.7,SONY
5288,7.7,SONY
13857,7.7,SONY
13826,7.7,SONY
4638,7.7,SONY
15250,7.7,SONY
15182,7.7,SONY
10657,7.7,SONY
10717,7.7,SONY
10686,7.7,SONY
2294,7.7,SONY
8136,7.7,SONY
15202,7.7,SONY
13797,7.7,SONY
15229,7.7,SONY
8089,7.7,SONY
1272,7.7,SONY
4633,7.7,SONY
14994,7.7,SONY
7910,7.7,SONY
4637,7.7,SONY
14990,7.7,SONY
5218,7.7,SONY
7928,7.7,SONY
8433,7.7,SONY
8426,7.7,SONY
5206,7.7,SONY
4157,7.7,SONY
10488,7.7,SONY
12877,7.7,SONY
1416,7.7,SONY
10024,7.6,SONY
16086,7.6,SONY
6186,7.6,SONY
16621,7.6,SONY
11531,7.6,SONY
13838,7.6,SONY
14222,7.6,SONY
13819,7.6,SONY
16073,7.6,SONY
16033,7.6,SONY
11555,7.6,SONY
13870,7.6,SONY
12108,7.6,SONY
13837,7.6,SONY
14187,7.6,SONY
13872,7.6,SONY
9919,7.6,SONY
13977,7.6,SONY
13800,7.6,SONY
9481,7.6,SONY
9575,7.6,SONY
16341,7.6,SONY
9565,7.6,SONY
9597,7.6,SONY
13982,7.6,SONY
16382,7.6,SONY
9555,7.6,SONY
6465,7.6,SONY
11528,7.6,SONY
12055,7.6,SONY
12062,7.6,SONY
9485,7.6,SONY
12068,7.6,SONY
11583,7.6,SONY
9978,7.6,SONY
16160,7.6,SONY
9626,7.6,SONY
16436,7.6,SONY
12073,7.6,SONY
9936,7.6,SONY
9366,7.6,SONY
6248,7.6,SONY
14113,7.6,SONY
11591,7.6,SONY
14132,7.6,SONY
11585,7.6,SONY
9543,7.6,SONY
10823,7.6,SONY
13437,7.6,SONY
14911,7.6,SONY
13188,7.6,SONY
14966,7.6,SONY
8498,7.6,SONY
13196,7.6,SONY
8510,7.6,SONY
14949,7.6,SONY
10441,7.6,SONY
12480,7.6,SONY
12139,7.6,SONY
11063,7.6,SONY
12477,7.6,SONY
15552,7.6,SONY
11068,7.6,SONY
10401,7.6,SONY
12467,7.6,SONY
14792,7.6,SONY
8440,7.6,SONY
8398,7.6,SONY
15050,7.6,SONY
8330,7.6,SONY
10860,7.6,SONY
10863,7.6,SONY
7892,7.6,SONY
10816,7.6,SONY
7999,7.6,SONY
8016,7.6,SONY
15336,7.6,SONY
8024,7.6,SONY
15273,7.6,SONY
15351,7.6,SONY
8111,7.6,SONY
8131,7.6,SONY
15411,7.6,SONY
13069,7.6,SONY
15413,7.6,SONY
12448,7.6,SONY
14779,7.6,SONY
14763,7.6,SONY
8971,7.6,SONY
12149,7.6,SONY
11443,7.6,SONY
11449,7.6,SONY
6735,7.6,SONY
11450,7.6,SONY
9025,7.6,SONY
11462,7.6,SONY
10096,7.6,SONY
11464,7.6,SONY
11466,7.6,SONY
12143,7.6,SONY
11477,7.6,SONY
11488,7.6,SONY
14281,7.6,SONY
11500,7.6,SONY
12154,7.6,SONY
7037,7.6,SONY
15607,7.6,SONY
7060,7.6,SONY
14704,7.6,SONY
12435,7.6,SONY
10356,7.6,SONY
12431,7.6,SONY
12424,7.6,SONY
8728,7.6,SONY
14597,7.6,SONY
12290,7.6,SONY
10251,7.6,SONY
15710,7.6,SONY
14523,7.6,SONY
14511,7.6,SONY
15780,7.6,SONY
7890,7.6,SONY
7079,7.6,SONY
7092,7.6,SONY
16639,7.6,SONY
2857,7.6,SONY
2574,7.6,SONY
4641,7.6,SONY
2316,7.6,SONY
1756,7.6,SONY
4647,7.6,SONY
4681,7.6,SONY
5613,7.6,SONY
5594,7.6,SONY
5093,7.6,SONY
5095,7.6,SONY
5882,7.6,SONY
1520,7.6,SONY
4292,7.6,SONY
1509,7.6,SONY
2626,7.6,SONY
5008,7.6,SONY
2666,7.6,SONY
5505,7.6,SONY
5173,7.6,SONY
948,7.6,SONY
6014,7.6,SONY
1451,7.6,SONY
3356,7.6,SONY
3260,7.6,SONY
963,7.6,SONY
5817,7.6,SONY
2862,7.6,SONY
2864,7.6,SONY
5850,7.6,SONY
3783,7.6,SONY
2434,7.6,SONY
4610,7.6,SONY
1934,7.6,SONY
1922,7.6,SONY
3973,7.6,SONY
2184,7.6,SONY
352,7.6,SONY
1933,7.6,SONY
5731,7.6,SONY
1153,7.5,SONY
13095,7.5,SONY
13066,7.5,SONY
15399,7.5,SONY
13093,7.5,SONY
1368,7.5,SONY
1372,7.5,SONY
9436,7.5,SONY
15051,7.5,SONY
4573,7.5,SONY
7238,7.5,SONY
1294,7.5,SONY
13097,7.5,SONY
15021,7.5,SONY
9869,7.5,SONY
5474,7.5,SONY
9408,7.5,SONY
15001,7.5,SONY
14309,7.5,SONY
12664,7.5,SONY
14291,7.5,SONY
13037,7.5,SONY
5411,7.5,SONY
5811,7.5,SONY
9786,7.5,SONY
14274,7.5,SONY
6709,7.5,SONY
2009,7.5,SONY
14230,7.5,SONY
2814,7.5,SONY
14264,7.5,SONY
2798,7.5,SONY
6738,7.5,SONY
15392,7.5,SONY
1203,7.5,SONY
15291,7.5,SONY
1219,7.5,SONY
5430,7.5,SONY
13025,7.5,SONY
7809,7.5,SONY
5398,7.5,SONY
9690,7.5,SONY
13027,7.5,SONY
13908,7.5,SONY
14335,7.5,SONY
14553,7.5,SONY
1663,7.5,SONY
14380,7.5,SONY
7307,7.5,SONY
14646,7.5,SONY
14610,7.5,SONY
5652,7.5,SONY
14562,7.5,SONY
5801,7.5,SONY
1876,7.5,SONY
14396,7.5,SONY
14720,7.5,SONY
1771,7.5,SONY
7313,7.5,SONY
14517,7.5,SONY
7325,7.5,SONY
2216,7.5,SONY
5675,7.5,SONY
4374,7.5,SONY
9924,7.5,SONY
7349,7.5,SONY
2392,7.5,SONY
13577,7.5,SONY
7333,7.5,SONY
13475,7.5,SONY
14346,7.5,SONY
5515,7.5,SONY
14359,7.5,SONY
7267,7.5,SONY
7680,7.5,SONY
5760,7.5,SONY
7651,7.5,SONY
2487,7.5,SONY
14371,7.5,SONY
13480,7.5,SONY
7289,7.5,SONY
2469,7.5,SONY
2459,7.5,SONY
13494,7.5,SONY
7559,7.5,SONY
2430,7.5,SONY
14784,7.5,SONY
7283,7.5,SONY
13564,7.5,SONY
7545,7.5,SONY
9407,7.5,SONY
9114,7.5,SONY
1987,7.5,SONY
10844,7.5,SONY
11647,7.5,SONY
3526,7.5,SONY
4086,7.5,SONY
3794,7.5,SONY
3521,7.5,SONY
4141,7.5,SONY
4866,7.5,SONY
3514,7.5,SONY
4868,7.5,SONY
10964,7.5,SONY
6504,7.5,SONY
9818,7.5,SONY
5999,7.5,SONY
9844,7.5,SONY
6254,7.5,SONY
6529,7.5,SONY
3342,7.5,SONY
10963,7.5,SONY
6128,7.5,SONY
3639,7.5,SONY
6466,7.5,SONY
11489,7.5,SONY
8861,7.5,SONY
8797,7.5,SONY
15959,7.5,SONY
6092,7.5,SONY
11241,7.5,SONY
6097,7.5,SONY
8739,7.5,SONY
568,7.5,SONY
3731,7.5,SONY
3689,7.5,SONY
11482,7.5,SONY
11436,7.5,SONY
11437,7.5,SONY
5369,7.5,SONY
506,7.5,SONY
9724,7.5,SONY
3660,7.5,SONY
11476,7.5,SONY
11480,7.5,SONY
4927,7.5,SONY
8436,7.5,SONY
10733,7.5,SONY
12113,7.5,SONY
12120,7.5,SONY
10763,7.5,SONY
10750,7.5,SONY
12122,7.5,SONY
12161,7.5,SONY
10397,7.5,SONY
8155,7.5,SONY
12303,7.5,SONY
12309,7.5,SONY
16595,7.5,SONY
15547,7.5,SONY
12330,7.5,SONY
12361,7.5,SONY
4064,7.5,SONY
3085,7.5,SONY
9386,7.5,SONY
4046,7.5,SONY
10281,7.5,SONY
12116,7.5,SONY
3228,7.5,SONY
4010,7.5,SONY
16360,7.5,SONY
6221,7.5,SONY
8390,7.5,SONY
12050,7.5,SONY
4050,7.5,SONY
9045,7.5,SONY
8168,7.5,SONY
6588,7.5,SONY
10767,7.5,SONY
8092,7.5,SONY
9806,7.5,SONY
7212,7.4,SONY
4341,7.4,SONY
13736,7.4,SONY
8811,7.4,SONY
3767,7.4,SONY
8855,7.4,SONY
9155,7.4,SONY
7214,7.4,SONY
4332,7.4,SONY
9213,7.4,SONY
2288,7.4,SONY
9191,7.4,SONY
14018,7.4,SONY
7220,7.4,SONY
4395,7.4,SONY
13963,7.4,SONY
10947,7.4,SONY
2117,7.4,SONY
4319,7.4,SONY
9624,7.4,SONY
2186,7.4,SONY
10969,7.4,SONY
9139,7.4,SONY
4066,7.4,SONY
5004,7.4,SONY
11129,7.4,SONY
2225,7.4,SONY
14148,7.4,SONY
10880,7.4,SONY
2244,7.4,SONY
7234,7.4,SONY
13697,7.4,SONY
5372,7.4,SONY
13689,7.4,SONY
2742,7.4,SONY
3296,7.4,SONY
11963,7.4,SONY
11971,7.4,SONY
9435,7.4,SONY
11978,7.4,SONY
9431,7.4,SONY
10258,7.4,SONY
7851,7.4,SONY
9420,7.4,SONY
2741,7.4,SONY
3230,7.4,SONY
5439,7.4,SONY
3216,7.4,SONY
5427,7.4,SONY
8434,7.4,SONY
12935,7.4,SONY
12916,7.4,SONY
8316,7.4,SONY
3171,7.4,SONY
3154,7.4,SONY
12753,7.4,SONY
2933,7.4,SONY
12689,7.4,SONY
8157,7.4,SONY
2946,7.4,SONY
8124,7.4,SONY
12643,7.4,SONY
12636,7.4,SONY
7829,7.4,SONY
8467,7.4,SONY
13687,7.4,SONY
9221,7.4,SONY
4311,7.4,SONY
11292,7.4,SONY
11294,7.4,SONY
5620,7.4,SONY
13646,7.4,SONY
11308,7.4,SONY
10109,7.4,SONY
11311,7.4,SONY
10114,7.4,SONY
11323,7.4,SONY
11327,7.4,SONY
10117,7.4,SONY
11345,7.4,SONY
9230,7.4,SONY
9264,7.4,SONY
3669,7.4,SONY
2546,7.4,SONY
7747,7.4,SONY
7748,7.4,SONY
7756,7.4,SONY
13208,7.4,SONY
13191,7.4,SONY
8514,7.4,SONY
13182,7.4,SONY
8484,7.4,SONY
13172,7.4,SONY
13132,7.4,SONY
7822,7.4,SONY
9248,7.4,SONY
9796,7.4,SONY
10135,7.4,SONY
6686,7.4,SONY
14714,7.4,SONY
6521,7.4,SONY
14441,7.4,SONY
1844,7.4,SONY
15314,7.4,SONY
1185,7.4,SONY
1183,7.4,SONY
1863,7.4,SONY
9864,7.4,SONY
605,7.4,SONY
15372,7.4,SONY
15705,7.4,SONY
16372,7.4,SONY
14398,7.4,SONY
14962,7.4,SONY
5845,7.4,SONY
6687,7.4,SONY
4496,7.4,SONY
14905,7.4,SONY
9695,7.4,SONY
9838,7.4,SONY
6468,7.4,SONY
1406,7.4,SONY
14638,7.4,SONY
1402,7.4,SONY
14635,7.4,SONY
4501,7.4,SONY
1330,7.4,SONY
4494,7.4,SONY
6234,7.4,SONY
15139,7.4,SONY
14665,7.4,SONY
6455,7.4,SONY
16123,7.4,SONY
1497,7.4,SONY
14908,7.4,SONY
535,7.4,SONY
16007,7.4,SONY
14945,7.4,SONY
822,7.4,SONY
15964,7.4,SONY
1951,7.4,SONY
7171,7.4,SONY
16637,7.4,SONY
6637,7.4,SONY
9859,7.4,SONY
9700,7.4,SONY
7148,7.4,SONY
16535,7.4,SONY
7138,7.4,SONY
6643,7.4,SONY
6645,7.4,SONY
9861,7.4,SONY
6384,7.4,SONY
809,7.4,SONY
9891,7.4,SONY
641,7.4,SONY
6670,7.4,SONY
4551,7.4,SONY
15998,7.4,SONY
6649,7.4,SONY
7704,7.3,SONY
5108,7.3,SONY
789,7.3,SONY
7714,7.3,SONY
7799,7.3,SONY
11410,7.3,SONY
7795,7.3,SONY
11366,7.3,SONY
9255,7.3,SONY
8691,7.3,SONY
8567,7.3,SONY
3727,7.3,SONY
919,7.3,SONY
13390,7.3,SONY
9472,7.3,SONY
10180,7.3,SONY
7676,7.3,SONY
7659,7.3,SONY
1496,7.3,SONY
11400,7.3,SONY
8657,7.3,SONY
9727,7.3,SONY
5111,7.3,SONY
14882,7.3,SONY
7743,7.3,SONY
3092,7.3,SONY
4131,7.3,SONY
8604,7.3,SONY
8603,7.3,SONY
7672,7.3,SONY
8615,7.3,SONY
1279,7.3,SONY
6474,7.3,SONY
12593,7.3,SONY
5976,7.3,SONY
12030,7.3,SONY
12042,7.3,SONY
2971,7.3,SONY
6582,7.3,SONY
5970,7.3,SONY
1137,7.3,SONY
1123,7.3,SONY
12620,7.3,SONY
12608,7.3,SONY
15570,7.3,SONY
2992,7.3,SONY
2936,7.3,SONY
10383,7.3,SONY
10275,7.3,SONY
2999,7.3,SONY
8296,7.3,SONY
8240,7.3,SONY
8225,7.3,SONY
10306,7.3,SONY
8208,7.3,SONY
8205,7.3,SONY
10315,7.3,SONY
6636,7.3,SONY
2938,7.3,SONY
5978,7.3,SONY
6476,7.3,SONY
9278,7.3,SONY
15639,7.3,SONY
15055,7.3,SONY
3509,7.3,SONY
1335,7.3,SONY
2722,7.3,SONY
3495,7.3,SONY
1302,7.3,SONY
2733,7.3,SONY
1300,7.3,SONY
8713,7.3,SONY
4150,7.3,SONY
13020,7.3,SONY
15373,7.3,SONY
5433,7.3,SONY
13003,7.3,SONY
1226,7.3,SONY
12972,7.3,SONY
12970,7.3,SONY
15279,7.3,SONY
12966,7.3,SONY
12946,7.3,SONY
2802,7.3,SONY
15364,7.3,SONY
11949,7.3,SONY
13416,7.3,SONY
7670,7.3,SONY
5084,7.3,SONY
10128,7.3,SONY
3984,7.3,SONY
4556,7.3,SONY
7316,7.3,SONY
7322,7.3,SONY
14423,7.3,SONY
2223,7.3,SONY
2227,7.3,SONY
10901,7.3,SONY
14484,7.3,SONY
10911,7.3,SONY
4477,7.3,SONY
