id,nombre,plataforma,marca,puntuacion usuarios
99,Family Party: 30 Great Games Obstacle Arcade,WiiU,NINTENDO,2.0
20,Ride to Hell: Retribution,PC,PC,1.3
845,Yaris,Xbox360,MICROSOFT,4.3
303,Vroom in the Night Sky,Switch,NINTENDO,3.1
76,Leisure Suit Larry: Box Office Bust,PlayStation3,SONY,1.9
40,Double Dragon II: Wander of the Dragons,Xbox360,MICROSOFT,1.5
533,SPOGS Racing,Wii,NINTENDO,3.7
14,Ride to Hell: Retribution,Xbox360,MICROSOFT,1.3
17,Alone in the Dark: Illumination,PC,PC,1.3
125,Deal or No Deal,DS,NINTENDO,2.2
56,Infestation: Survivor Stories (The War Z),PC,PC,1.7
102,Leisure Suit Larry: Box Office Bust,PC,PC,2.0
227,Afro Samurai 2: Revenge of Kuma Volume One,PlayStation4,SONY,2.8
55,Drake of the 99 Dragons,Xbox,MICROSOFT,1.7
19,Fast & Furious: Showdown,Xbox360,MICROSOFT,1.3
66,Rambo: The Video Game,PlayStation3,SONY,1.8
914,Charlie's Angels,GameCube,NINTENDO,4.4
273,Homie Rollerz,DS,NINTENDO,3.0
205,Fighter Within,XboxOne,MICROSOFT,2.8
284,FlatOut 3: Chaos & Destruction,PC,PC,3.1
471,Legends of Wrestling II,GameBoyAdvance,NINTENDO,3.6
67,NBA Unrivaled,PlayStation3,SONY,1.8
276,Postal III,PC,PC,3.0
375,Gravity Games Bike: Street Vert Dirt,PlayStation2,SONY,3.4
115,Pulse Racer,Xbox,MICROSOFT,2.2
153,Terrawars: New York Invasion,PC,PC,2.4
394,Game Party Champions,WiiU,NINTENDO,3.4
497,Cruis'n,Wii,NINTENDO,3.7
358,Batman: Dark Tomorrow,Xbox,MICROSOFT,3.3
148,Leisure Suit Larry: Box Office Bust,Xbox360,MICROSOFT,2.4
556,AMY,Xbox360,MICROSOFT,3.8
614,Game Party,Wii,NINTENDO,3.9
957,Stalin vs. Martians,PC,PC,4.4
823,NBA Unrivaled,Xbox360,MICROSOFT,4.3
1763,Dragon Ball Z: Ultimate Battle 22,PlayStation,SONY,5.2
339,Call for Heroes: Pompolic Wars,PC,PC,3.2
212,Jenga World Tour,Wii,NINTENDO,2.8
536,Deca Sports Freedom,Xbox360,MICROSOFT,3.7
97,Road Rage,PlayStation4,SONY,2.0
495,Stake: Fortune Fighters,Xbox,MICROSOFT,3.7
229,Tenkai Knights: Brave Battle,3DS,NINTENDO,2.9
177,Charlie and the Chocolate Factory,PC,PC,2.6
190,Aquaman: Battle for Atlantis,Xbox,MICROSOFT,2.7
875,KISS Pinball,PlayStation,SONY,4.3
176,Survivor (2001),PC,PC,2.6
39,R.I.P.D. The Game,PC,PC,1.5
904,Druuna: Morbus Gravis,PC,PC,4.4
35,R.I.P.D. The Game,PC,PC,1.5
685,HBO Boxing,PlayStation,SONY,4.0
608,Mucha Lucha! Mascaritas of the Lost Code,GameBoyAdvance,NINTENDO,3.9
233,World War II Combat: Iwo Jima,PC,PC,2.9
1747,Chicken Shoot,Wii,NINTENDO,5.2
223,Aquaman: Battle for Atlantis,GameCube,NINTENDO,2.8
226,Rogue Warrior,PlayStation3,SONY,2.8
354,Raven's Cry,PC,PC,3.3
447,GoDai: Elemental Force,PlayStation2,SONY,3.5
222,Basement Crawl,PlayStation4,SONY,2.8
147,Fray,PC,PC,2.4
2886,Looney Tunes: Acme Arsenal,Wii,NINTENDO,5.8
2398,Godzilla Unleashed: Double Smash,DS,NINTENDO,5.6
128,Rambo: The Video Game,Xbox360,MICROSOFT,2.3
77,The Quiet Man,PlayStation4,SONY,1.9
407,Sneakers,Xbox,MICROSOFT,3.4
272,Mortal Kombat: Special Forces,PlayStation,SONY,3.0
597,Ping Pals,DS,NINTENDO,3.9
34,Dragon Ball: Evolution,PSP,SONY,1.5
7327,American McGee Presents Bad Day LA,PC,PC,7.1
53,Thundercats,DS,NINTENDO,1.7
258,Rogue Warrior,Xbox360,MICROSOFT,3.0
144,Hoodwink,PC,PC,2.4
13532,Tiny Racer,Switch,NINTENDO,8.1
2852,Game Party 2,Wii,NINTENDO,5.8
36,Wild West Online,PC,PC,1.5
244,Batman: Dark Tomorrow,GameCube,NINTENDO,3.0
357,Jumper: Griffin's Story,Xbox360,MICROSOFT,3.3
149,ARK: Survival Evolved,Switch,NINTENDO,2.4
526,Duke Nukem: Critical Mass,DS,NINTENDO,3.7
402,Rogue Warrior,PC,PC,3.4
729,Power Rangers Megaforce,3DS,NINTENDO,4.1
2577,ShellShock 2: Blood Trails,Xbox360,MICROSOFT,5.7
382,Tunnel Rats: 1968,PC,PC,3.4
3011,Soda Drinker Pro,XboxOne,MICROSOFT,5.9
50,Air Conflicts: Vietnam Ultimate Edition,PlayStation4,SONY,1.7
22,Ghostbusters,PlayStation4,SONY,1.4
1517,MTV's Celebrity Deathmatch,PC,PC,5.0
808,Robocop,Xbox,MICROSOFT,4.2
523,Transformers: Dark of the Moon - Stealth Force Edition,3DS,NINTENDO,3.7
520,Vampire Rain: Altered Species,PlayStation3,SONY,3.7
260,Fear Factor: Unleashed,GameBoyAdvance,NINTENDO,3.0
1642,Crime Life: Gang Wars,Xbox,MICROSOFT,5.1
878,Big Oil: Build an Oil Empire,PC,PC,4.3
1012,Forever Worlds - Enter the Unknown,PC,PC,4.5
351,ESPN Sports Connection,WiiU,NINTENDO,3.3
383,The Asskickers,PC,PC,3.4
455,DreamWorks Kung Fu Panda 2,PlayStation3,SONY,3.6
1520,Toy Shop,DS,NINTENDO,5.0
1014,Dino Dini's Kick Off Revival,PlayStation4,SONY,4.5
635,CID The Dummy,Wii,NINTENDO,4.0
642,Women's Volleyball Championship,PlayStation2,SONY,4.0
645,Magus,PlayStation3,SONY,4.0
578,Ghostbusters,XboxOne,MICROSOFT,3.8
894,The Expendables 2 Videogame,Xbox360,MICROSOFT,4.4
179,Iron Man,PC,PC,2.6
255,New World Order,PC,PC,3.0
634,The Walking Dead: Survival Instinct,Xbox360,MICROSOFT,4.0
1525,Best of Tests DS,DS,NINTENDO,5.0
163,Bruce Lee: Quest of the Dragon,Xbox,MICROSOFT,2.5
1073,Dave Mirra BMX Challenge,PSP,SONY,4.6
193,Weeping Doll,PlayStation4,SONY,2.7
437,Sonic Boom: Rise of Lyric,WiiU,NINTENDO,3.5
1097,Fighters Uncaged,Xbox360,MICROSOFT,4.6
330,Coliseum,PC,PC,3.2
1402,Giana Sisters: Dream Runners,XboxOne,MICROSOFT,4.9
482,MTV's Celebrity Deathmatch,PlayStation2,SONY,3.6
63,Kabuki Warriors,Xbox,MICROSOFT,1.8
4755,Land of the Dead: Road to Fiddler's Green,Xbox,MICROSOFT,6.5
38,Tony Hawk's Pro Skater 5,PlayStation4,SONY,1.5
468,Gene Rain,XboxOne,MICROSOFT,3.6
48,Pool Party,Wii,NINTENDO,1.6
509,Escape Dead Island,Xbox360,MICROSOFT,3.7
2483,Zombeer,PC,PC,5.7
110,Rekoil,PC,PC,2.1
2235,The Simpsons Wrestling,PlayStation,SONY,5.5
917,The Incredible Hulk,PC,PC,4.4
8028,Shrek: Super Party,Xbox,MICROSOFT,7.2
3895,Van Helsing,GameBoyAdvance,NINTENDO,6.3
11411,Demonworld: Dark Armies,PC,PC,7.8
248,Target: Terror,Wii,NINTENDO,3.0
1325,Mobile Suit Gundam: Crossfire,PlayStation3,SONY,4.8
1065,Superman Returns,DS,NINTENDO,4.6
6765,Dragon Booster,DS,NINTENDO,7.0
1446,Megamind: Ultimate Showdown,Xbox360,MICROSOFT,5.0
513,Mortal Kombat Advance,GameBoyAdvance,NINTENDO,3.7
269,AMY,PlayStation3,SONY,3.0
180,Chicago Enforcer,Xbox,MICROSOFT,2.6
265,AMY,PlayStation3,SONY,3.0
1547,Call of Duty: Black Ops Declassified,PlayStationVita,SONY,5.0
175,Kick-Ass,PlayStation3,SONY,2.6
5674,Mistmare,PC,PC,6.8
12863,Yu Yu Hakusho: Spirit Detective,GameBoyAdvance,NINTENDO,8.0
445,Mike Tyson Heavyweight Boxing,PlayStation2,SONY,3.5
327,X Rebirth,PC,PC,3.2
1127,Dawn of Fear,PlayStation4,SONY,4.6
3751,Farming Simulator,Xbox360,MICROSOFT,6.2
87,Fast & Furious Crossroads,PC,PC,2.0
168,Transformers: Dark of the Moon - Stealth Force Edition,Wii,NINTENDO,2.5
119,Bomberman: Act Zero,Xbox360,MICROSOFT,2.2
518,Fantasy Hero: Unsigned Legacy,Switch,NINTENDO,3.7
521,The Walking Dead: Survival Instinct,PlayStation3,SONY,3.7
2238,Girl Fight,Xbox360,MICROSOFT,5.5
245,Takedown: Red Sabre,PC,PC,3.0
44,Rambo: The Video Game,PC,PC,1.6
7999,Jekyll & Hyde (2001),PC,PC,7.2
277,McFarlane's Evil Prophecy,PlayStation2,SONY,3.0
756,David Beckham Soccer,GameBoyAdvance,NINTENDO,4.2
410,The Shield: The Game,PC,PC,3.5
131,Shadow Harvest: Phantom Ops,PC,PC,2.3
1035,Agony,XboxOne,MICROSOFT,4.5
13285,March of the Penguins,DS,NINTENDO,8.1
3950,Past Cure,XboxOne,MICROSOFT,6.3
601,The Expendables 2 Videogame,PlayStation3,SONY,3.9
2563,You Are Empty,PC,PC,5.7
4225,Destroy All Humans! Path of the Furon,Xbox360,MICROSOFT,6.4
2596,Astro Boy: The Video Game,DS,NINTENDO,5.7
733,Charlie and the Chocolate Factory,PlayStation2,SONY,4.1
6071,The Golden Compass,Wii,NINTENDO,6.8
10983,Street Jam Basketball,GameBoyAdvance,NINTENDO,7.7
100,Bad Boys: Miami Takedown,GameCube,NINTENDO,2.0
218,One Piece: Grand Cruise,PlayStation4,SONY,2.8
2369,Enemy Front,Xbox360,MICROSOFT,5.6
977,Drug Wars (2009),PC,PC,4.5
6297,Valhalla Knights: Eldar Saga,Wii,NINTENDO,6.9
659,NCIS,Xbox360,MICROSOFT,4.0
942,Langrisser Re:Incarnation -TENSEI-,3DS,NINTENDO,4.4
1322,Fantastic Four: Rise of the Silver Surfer,DS,NINTENDO,4.8
2913,Bad Boys: Miami Takedown,Xbox,MICROSOFT,5.9
684,George of the Jungle and the Search for the Secret,Wii,NINTENDO,4.0
1331,Girl Fight,PlayStation3,SONY,4.9
991,Dead Space Ignition,Xbox360,MICROSOFT,4.5
65,Fast & Furious Crossroads,PlayStation4,SONY,1.8
943,Showtime Championship Boxing,Wii,NINTENDO,4.4
939,Tsunami 2265,PC,PC,4.4
1324,ShellShock 2: Blood Trails,PlayStation3,SONY,4.8
2914,The History Channel: Battle for the Pacific,Xbox360,MICROSOFT,5.9
1537,Star Raiders,Xbox360,MICROSOFT,5.0
1996,7 Days to Die,XboxOne,MICROSOFT,5.4
1521,Fugitive Hunter: War on Terror,PlayStation2,SONY,5.0
670,Fireburst,Xbox360,MICROSOFT,4.0
4297,Super Seducer: How to Talk to Girls,PC,PC,6.4
95,Terminator 3: Rise of the Machines,Xbox,MICROSOFT,2.0
1320,Infernal: Hell's Vengeance,Xbox360,MICROSOFT,4.8
236,Jeremy McGrath Supercross World,PlayStation2,SONY,2.9
31,Legends of Pegasus,PC,PC,1.5
1086,Hollow,Switch,NINTENDO,4.6
963,Pimp My Ride,PlayStation2,SONY,4.4
15828,Torrente,PC,PC,8.7
452,The Sum of All Fears,GameCube,NINTENDO,3.6
499,Alekhine's Gun,PlayStation4,SONY,3.7
4033,Fantastic Four: Rise of the Silver Surfer,PlayStation2,SONY,6.3
1201,Disney Sports Skateboarding,GameCube,NINTENDO,4.7
68,The History Channel: Battle for the Pacific,PlayStation3,SONY,1.8
615,Eternity: The Last Unicorn,PlayStation4,SONY,3.9
633,Arc of Alchemist,Switch,NINTENDO,4.0
575,Risen 3: Titan Lords,PlayStation3,SONY,3.8
105,Power Gig: Rise of the SixString,Xbox360,MICROSOFT,2.1
109,Umbrella Corps,PC,PC,2.1
3008,Teenage Mutant Ninja Turtles: Arcade Attack,DS,NINTENDO,5.9
332,Sniper: Art of Victory,PC,PC,3.2
6670,Double D Dodgeball,Xbox360,MICROSOFT,7.0
285,Damnation,PlayStation3,SONY,3.1
288,NBA Live 14,XboxOne,MICROSOFT,3.1
150,Power Gig: Rise of the SixString,PlayStation3,SONY,2.4
947,Fight Club,PlayStation2,SONY,4.4
3253,Jeremy McGrath Supercross World,GameCube,NINTENDO,6.0
1130,Coffin Dodgers,PlayStation4,SONY,4.6
2548,Orion: Dino Horde,PC,PC,5.7
1870,Damnation,Xbox360,MICROSOFT,5.3
816,Kung Fu Rider,PlayStation3,SONY,4.3
726,Tokyo Tattoo Girls,PlayStationVita,SONY,4.1
4085,Darkstar: The Interactive Movie,PC,PC,6.3
1672,Shaq Fu: A Legend Reborn,PlayStation4,SONY,5.2
713,X-Men: Destiny,Wii,NINTENDO,4.1
71,MTV's Celebrity Deathmatch,Xbox,MICROSOFT,1.9
2103,The Shield: The Game,PlayStation2,SONY,5.4
605,Dead Space Ignition,PlayStation3,SONY,3.9
1323,Legend of the Dragon,Wii,NINTENDO,4.8
1118,Agony,PlayStation4,SONY,4.6
1195,Past Cure,PlayStation4,SONY,4.7
484,Quantum Theory,Xbox360,MICROSOFT,3.6
3044,Shifters,PlayStation2,SONY,5.9
919,Ready 2 Rumble Revolution,Wii,NINTENDO,4.4
5059,Crystal Rift,PlayStation4,SONY,6.6
302,Hour of Victory,Xbox360,MICROSOFT,3.1
4193,Frogger 2,Xbox360,MICROSOFT,6.3
1030,Wonder World Amusement Park,Wii,NINTENDO,4.5
665,Tamagotchi Party On!,Wii,NINTENDO,4.0
910,Rocky and Bullwinkle,Xbox360,MICROSOFT,4.4
3089,Lucha Fury,Xbox360,MICROSOFT,5.9
696,Fluster Cluck,PlayStation4,SONY,4.1
1321,Combat Medic: Special Operations,PC,PC,4.8
1319,Blackwater,Xbox360,MICROSOFT,4.8
583,Speed Zone,Wii,NINTENDO,3.8
14323,Left Alive,PlayStation4,SONY,8.3
868,TMNT,PSP,SONY,4.3
6492,Duke Nukem: Land of the Babes,PlayStation,SONY,6.9
3994,Aqua Teen Hunger Force Zombie Ninja Pro-Am,PlayStation2,SONY,6.3
2177,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,PC,PC,5.5
1047,Napoleon Dynamite: The Game,PSP,SONY,4.6
2778,Tenchu: Dark Secret,DS,NINTENDO,5.8
107,Underworld Ascendant,PC,PC,2.1
1367,Fight Club,Xbox,MICROSOFT,4.9
1949,Escape from Bug Island,Wii,NINTENDO,5.3
2507,3D Classics: Urban Champion,3DS,NINTENDO,5.7
542,Traitors Gate 2,PC,PC,3.8
893,Crash Boom Bang!,DS,NINTENDO,4.4
1417,Blades of Time,Switch,NINTENDO,4.9
703,Kengo: Legend of the 9,Xbox360,MICROSOFT,4.1
1757,Looney Tunes: Acme Arsenal,PlayStation2,SONY,5.2
799,Painkiller: Resurrection,PC,PC,4.2
166,Steel Battalion: Heavy Armor,Xbox360,MICROSOFT,2.5
2078,Far Cry Vengeance,Wii,NINTENDO,5.4
1824,Touhou Kobuto V: Burst Battle,Switch,NINTENDO,5.3
157,Randall,PlayStation4,SONY,2.5
1744,Dying: Reborn,PlayStation4,SONY,5.2
268,Putty Squad,PlayStation4,SONY,3.0
420,Left Behind: Eternal Forces,PC,PC,3.5
436,Raven Squad: Operation Hidden Dagger,Xbox360,MICROSOFT,3.5
305,Battle: Los Angeles,PC,PC,3.1
96,SoulCalibur: Lost Swords,PlayStation3,SONY,2.0
648,Seven Kingdoms: Conquest,PC,PC,4.0
1326,"Harry Potter and the Deathly Hallows, Part 1",Xbox360,MICROSOFT,4.8
1552,Project Root,XboxOne,MICROSOFT,5.0
707,DARK,Xbox360,MICROSOFT,4.1
159,Umbrella Corps,PlayStation4,SONY,2.5
286,Vampire Rain,Xbox360,MICROSOFT,3.1
11493,ECW Anarchy Rulz,Dreamcast,SEGA,7.8
568,Pimp My Ride,Xbox360,MICROSOFT,3.8
230,"Harry Potter and the Deathly Hallows, Part 1",PlayStation3,SONY,2.9
361,Godzilla,PlayStation4,SONY,3.3
3074,Terminator 3: Rise of the Machines,PlayStation2,SONY,5.9
365,Motocross Mania 3,Xbox,MICROSOFT,3.3
61,Attack of the Movies 3D,Xbox360,MICROSOFT,1.7
3476,Burnout Legends,DS,NINTENDO,6.1
651,The Simpsons Skateboarding,PlayStation2,SONY,4.0
1928,Legend of the Dragon,PSP,SONY,5.3
3745,Bubble Bobble Revolution,DS,NINTENDO,6.2
836,Heavy Fire: Red Shadow,PlayStation4,SONY,4.3
2838,Dead or Alive Paradise,PSP,SONY,5.8
3506,The Mummy: Tomb of the Dragon Emperor,PlayStation2,SONY,6.1
474,G.I. Combat,PC,PC,3.6
2493,Thor: God of Thunder,Xbox360,MICROSOFT,5.7
12230,Pure Futbol,Xbox360,MICROSOFT,7.9
4173,Godzilla Unleashed,PlayStation2,SONY,6.3
356,Naruto Shippuden: Dragon Blade Chronicles,Wii,NINTENDO,3.3
247,Driven,PlayStation2,SONY,3.0
4169,Carnival Games: Mini-Golf,Wii,NINTENDO,6.3
1760,Rock Revolution,Xbox360,MICROSOFT,5.2
1862,Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox360,MICROSOFT,5.3
181,The Walking Dead: Survival Instinct,PC,PC,2.6
570,Star Wars Episode II: Attack of the Clones,GameBoyAdvance,NINTENDO,3.8
75,Battleship,Xbox360,MICROSOFT,1.9
1160,Hello Neighbor,PC,PC,4.7
2165,The Polar Express,PlayStation2,SONY,5.5
3649,Wacky Races: Crash & Dash,Wii,NINTENDO,6.2
543,Army Men: Green Rogue,PlayStation2,SONY,3.8
1021,The Cursed Crusade,Xbox360,MICROSOFT,4.5
612,SuperPower,PC,PC,3.9
1074,Battle: Los Angeles,Xbox360,MICROSOFT,4.6
4296,The Mummy: Tomb of the Dragon Emperor,Wii,NINTENDO,6.4
994,Thor: God of Thunder,PlayStation3,SONY,4.5
541,Deep Black: Reloaded,PC,PC,3.8
921,Turning Point: Fall of Liberty,PC,PC,4.4
4202,Onechanbara: Bikini Samurai Squad,Xbox360,MICROSOFT,6.3
997,Alone in the Dark,Wii,NINTENDO,4.5
326,Charlie and the Chocolate Factory,GameCube,NINTENDO,3.2
2198,Drive Girls,PlayStationVita,SONY,5.5
335,Universal Studios Theme Parks Adventure,GameCube,NINTENDO,3.2
1070,Realms of Ancient War,PC,PC,4.6
1638,25 to Life,PC,PC,5.1
374,R.I.P.D. The Game,Xbox360,MICROSOFT,3.4
406,Coffeetime Crosswords,Xbox360,MICROSOFT,3.4
4747,Cartoon Network Racing,PlayStation2,SONY,6.5
5736,Ultimate Beach Soccer,Xbox,MICROSOFT,6.8
3284,"Monsters, Inc. Scream Arena",GameCube,NINTENDO,6.0
112,Tony Hawk's Pro Skater 5,XboxOne,MICROSOFT,2.1
5209,Air Raid: This Is Not a Drill!,PC,PC,6.6
117,Inkheart,DS,NINTENDO,2.2
9561,Senran Kagura Reflexions,Switch,NINTENDO,7.5
4492,Doctor Who: The Eternity Clock,PlayStation3,SONY,6.4
1217,Pacific Rim,Xbox360,MICROSOFT,4.8
1135,Troll and I,PlayStation4,SONY,4.7
8177,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PlayStation2,SONY,7.3
161,Brain Boost: Beta Wave,DS,NINTENDO,2.5
3020,Star Wars: Flight of the Falcon,GameBoyAdvance,NINTENDO,5.9
821,Hello Neighbor,Switch,NINTENDO,4.3
182,RollerCoaster Tycoon 3D,3DS,NINTENDO,2.6
213,The Deer God,Switch,NINTENDO,2.8
1560,Family Guy: Back to the Multiverse,Xbox360,MICROSOFT,5.0
2012,Ju-on: The Grudge,Wii,NINTENDO,5.4
3424,Resident Evil: Survivor,PlayStation,SONY,6.1
1179,Coffee Tycoon,PC,PC,4.7
85,Charlie and the Chocolate Factory,Xbox,MICROSOFT,2.0
1508,Montague's Mount,PC,PC,5.0
307,Raven Squad: Operation Hidden Dagger,PC,PC,3.1
1563,25 to Life,PlayStation2,SONY,5.0
2966,Fantastic Four: Rise of the Silver Surfer,Wii,NINTENDO,5.9
1702,Remothered: Broken Porcelain,PC,PC,5.2
800,Anacapri: The Dream,PC,PC,4.2
10053,The Chaos Engine (2013),PC,PC,7.6
1814,Slain!,PC,PC,5.3
390,Screwjumper!,Xbox360,MICROSOFT,3.4
2780,Made Man: Confessions of the Family Blood,PC,PC,5.8
9956,Zatch Bell! Mamodo Fury,PlayStation2,SONY,7.6
1289,Prison Break: The Conspiracy,Xbox360,MICROSOFT,4.8
1333,Inner Chains,PC,PC,4.9
475,Soldier Elite,PC,PC,3.6
6381,Painkiller: Hell & Damnation,PlayStation3,SONY,6.9
1876,ShellShock 2: Blood Trails,PC,PC,5.3
5697,Ducati World Racing Challenge,Dreamcast,SEGA,6.8
830,Ace Banana,PlayStation4,SONY,4.3
3623,Chronus Arc,3DS,NINTENDO,6.1
7076,Looney Tunes: Acme Arsenal,Xbox360,MICROSOFT,7.1
1733,Evil Dead: Hail to the King,PC,PC,5.2
4390,The Warriors: Street Brawl,Xbox360,MICROSOFT,6.4
8070,Eureka Seven Vol. 2: The New Vision,PlayStation2,SONY,7.2
1291,The Golden Compass,PlayStation3,SONY,4.8
1391,Delta Force: Xtreme 2,PC,PC,4.9
1288,Psychotoxic,PC,PC,4.8
5594,Scourge: Outbreak,Xbox360,MICROSOFT,6.7
869,Emergency Mayhem,Wii,NINTENDO,4.3
3294,Dragon Ball Z: Taiketsu,GameBoyAdvance,NINTENDO,6.0
1013,Naval Assault: The Killing Tide,Xbox360,MICROSOFT,4.5
2717,Blood Drive,Xbox360,MICROSOFT,5.8
1158,The Polar Express,GameCube,NINTENDO,4.7
368,DRIV3R,PC,PC,3.3
2051,Tank Beat,DS,NINTENDO,5.4
637,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation3,SONY,4.0
1779,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WiiU,NINTENDO,5.2
293,Escape Dead Island,PlayStation3,SONY,3.1
4510,Family Guy: Back to the Multiverse,PlayStation3,SONY,6.4
1136,Alekhine's Gun,PC,PC,4.7
678,MotionSports,Xbox360,MICROSOFT,4.0
4709,Real Steel,Xbox360,MICROSOFT,6.5
11796,Space Raiders,GameCube,NINTENDO,7.8
241,Farming Simulator,PlayStation3,SONY,2.9
4659,Tamarin,PlayStation4,SONY,6.5
711,The Golden Compass,Xbox360,MICROSOFT,4.1
810,4PM,PC,PC,4.2
8682,Robot Arena,PC,PC,7.3
1838,Iron Man 2,PlayStation3,SONY,5.3
1500,"Harry Potter and the Deathly Hallows, Part 1",Wii,NINTENDO,5.0
3322,Things on Wheels,Xbox360,MICROSOFT,6.0
1298,Mall Tycoon,PC,PC,4.8
763,DARK,PC,PC,4.2
360,Way of the Dogg,Xbox360,MICROSOFT,3.3
2060,WWII Aces,Wii,NINTENDO,5.4
866,Iron Man 2,Wii,NINTENDO,4.3
5527,Transformers: Cybertron Adventures,Wii,NINTENDO,6.7
652,JASF: Jane's Advanced Strike Fighters,PlayStation3,SONY,4.0
2661,Iron Man 2,Xbox360,MICROSOFT,5.8
535,Legacy: Dark Shadows,PC,PC,3.7
759,GT Pro Series,Wii,NINTENDO,4.2
754,Rugby 18,PlayStation4,SONY,4.2
766,Damnation,PC,PC,4.2
5443,Mana Khemia: Student Alliance,PSP,SONY,6.7
1067,Planet of the Apes,PC,PC,4.6
466,Alien Blast: The Encounter,PC,PC,3.6
79,Arcania: Fall of Setarrif,PC,PC,1.9
761,Gungrave VR,PlayStation4,SONY,4.2
6088,Brigade E5: New Jagged Union,PC,PC,6.8
13300,Cyberball 2072,Xbox360,MICROSOFT,8.1
804,007 Legends,PlayStation3,SONY,4.2
3209,Dragon's Lair,Xbox360,MICROSOFT,6.0
4505,MotionSports Adrenaline,Xbox360,MICROSOFT,6.4
3183,Rally Challenge 2000,Nintendo64,NINTENDO,6.0
1384,Nickelodeon Kart Racers,Switch,NINTENDO,4.9
1009,0 Day Attack on Earth,Xbox360,MICROSOFT,4.5
59,Clash of the Titans,PlayStation3,SONY,1.7
2686,Timeline,PC,PC,5.8
4803,Street Supremacy,PSP,SONY,6.5
871,One Way Trip,PlayStation4,SONY,4.3
1143,Dollhouse,PlayStation4,SONY,4.7
1299,American Idol,PlayStation2,SONY,4.8
895,Wayward Manor,PC,PC,4.4
3171,Wacky Races: Crash & Dash,DS,NINTENDO,6.0
8531,25 to Life,Xbox,MICROSOFT,7.3
1904,Rapala Tournament Fishing!,Wii,NINTENDO,5.3
4786,Lets Fish! Hooked On,PlayStationVita,SONY,6.5
6756,Duke Nukem: Manhattan Project,Xbox360,MICROSOFT,7.0
381,Seduce Me,PC,PC,3.4
604,Star Trek: Shattered Universe,Xbox,MICROSOFT,3.9
2093,Remothered: Broken Porcelain,PlayStation4,SONY,5.4
2767,Final Fight: Streetwise,Xbox,MICROSOFT,5.8
172,Star Trek The Video Game,Xbox360,MICROSOFT,2.6
750,MX vs. ATV Supercross Encore,PlayStation4,SONY,4.2
1257,Contra: Rogue Corps,Switch,NINTENDO,4.8
1455,Brave: A Warrior's Tale,Xbox360,MICROSOFT,5.0
3606,Iron Man,PlayStation3,SONY,6.1
174,The Elder Scrolls: Blades,Switch,NINTENDO,2.6
1387,Nickelodeon Kart Racers,PlayStation4,SONY,4.9
8215,Bloodforge,Xbox360,MICROSOFT,7.3
2156,Zumba Fitness: Join the Party,Xbox360,MICROSOFT,5.5
5764,MC Groovz Dance Craze,GameCube,NINTENDO,6.8
790,The Sopranos: Road to Respect,PlayStation2,SONY,4.2
3303,Coraline,Wii,NINTENDO,6.0
449,TMNT,DS,NINTENDO,3.6
3046,Xiaolin Showdown,PlayStation2,SONY,5.9
2631,ArchLord,PC,PC,5.7
1056,Arcania: The Complete Tale,PlayStation3,SONY,4.6
9820,Venetica,Xbox360,MICROSOFT,7.5
14350,Star Trek: Shattered Universe,PlayStation2,SONY,8.3
522,Prison Break: The Conspiracy,PlayStation3,SONY,3.7
5423,One Piece: Romance Dawn,3DS,NINTENDO,6.7
2805,Steel Horizon,DS,NINTENDO,5.8
64,Tennis World Tour,XboxOne,MICROSOFT,1.8
679,Clash of the Titans,Xbox360,MICROSOFT,4.0
990,Hello Neighbor,XboxOne,MICROSOFT,4.5
1942,Time and Eternity,PlayStation3,SONY,5.3
4989,Rock Revolution,PlayStation3,SONY,6.6
152,Family Party: 30 Great Games,Wii,NINTENDO,2.4
2094,Fear Effect Sedna,PC,PC,5.4
429,Touhou Kobuto V: Burst Battle,PlayStation4,SONY,3.5
611,KURSK,PC,PC,3.9
544,Spider-Man 2: The Game,PC,PC,3.8
2158,Turning Point: Fall of Liberty,PlayStation3,SONY,5.5
1177,SPRay,Wii,NINTENDO,4.7
1149,G.I. Joe: The Rise of Cobra,Xbox360,MICROSOFT,4.7
1368,Stormrise,PC,PC,4.9
780,Beyond the Law: The Third Wave,PC,PC,4.2
1254,CSI: Crime Scene Investigation: Fatal Conspiracy,Xbox360,MICROSOFT,4.8
1937,Block Factory,3DS,NINTENDO,5.3
385,Game Tycoon,PC,PC,3.4
639,Go! Sports Skydiving,PlayStation3,SONY,4.0
10496,Dino Island,PC,PC,7.6
6563,Hellboy: The Science of Evil,PSP,SONY,7.0
973,Stranger,PC,PC,4.5
403,Ghostbusters: Sanctum of Slime,PlayStation3,SONY,3.4
98,Gleamlight,Switch,NINTENDO,2.0
10735,Digimon World Data Squad,PlayStation2,SONY,7.7
4163,TMNT: Mutant Melee,Xbox,MICROSOFT,6.3
872,Soldner: Secret Wars,PC,PC,4.3
1782,Asphalt 3D,3DS,NINTENDO,5.2
1991,Everreach: Project Eden,PC,PC,5.4
952,Yaiba: Ninja Gaiden Z,PlayStation3,SONY,4.4
1926,Spuds Unearthed,PlayStation4,SONY,5.3
